a1cx,a1cy,b2x,b2y,a2pop,a3pop,temp,mxql
-0.251987,0.273979,-0.211185,0.280826,,,0.381064,6
-0.429497,0.392733,-0.365616,-0.438114,4.891564,,0.207536,5
0.358625,0.367545,-0.141876,0.360356,3.140279,,0.501285,6
0.226788,0.040194,0.321913,-0.011792,,,0.568059,6
-0.255292,0.308003,0.326733,0.101106,1.552108,,0.875241,8
-0.262842,0.271326,0.366621,0.248257,,,0.367467,6
-0.374654,0.436225,0.045568,-0.338968,,,0.69935,7
-0.408483,0.084014,0.46225,-0.181671,,,0.423209,5
0.024272,0.25068,-0.224939,-0.470376,,,0.56068,5
-0.425492,-0.254137,-0.136251,-0.159215,0.756118,,0.792363,8
0.486047,-0.104824,-0.420036,-0.011549,,,0.560116,5
-0.020146,-0.468872,0.10843,0.292261,,,0.455125,8
0.32005,0.390433,0.201554,-0.04887,,,0.608506,7
0.465963,-0.368907,-0.019219,-0.003136,,0.833891,0.790828,8
0.314667,-0.411825,0.314604,0.299926,,,0.195343,6
-0.191323,-0.213825,-0.133005,0.150712,,,0.531598,6
0.456942,-0.008988,0.079639,0.306361,,,0.17714,5
0.356005,-0.258216,0.378685,-0.00531,,,0.567554,8
0.430864,-0.334945,0.290719,0.451659,,,0.674529,7
-0.384215,-0.355432,-0.230751,0.09298,6.696036,,0.360435,8
-0.239449,0.231512,-0.244944,-0.240346,,,0.466652,5
0.39579,0.105736,0.210495,0.314253,,,0.417965,8
-0.24426,-0.298263,-0.078053,0.490792,,,0.686138,5
-0.434346,0.421692,-0.015247,-0.225136,1.342491,,0.853179,7
-0.25405,0.333452,0.010429,0.08186,,,0.464453,8
-0.412644,0.054628,-0.339779,0.297336,,,0.666621,5
0.089593,0.081571,0.301595,0.177556,,,0.576393,6
0.435874,0.046313,0.282888,-0.116945,7.377695,,0.929891,8
-0.473766,-0.041538,-0.035766,0.356288,,,0.682811,6
0.039718,0.466599,-0.465919,0.271481,7.046598,1.648751,0.644273,7
0.077887,0.251378,-0.47145,-0.328331,,0.347927,0.827211,6
0.2541,0.382598,0.087953,0.066367,,,0.512923,5
0.059337,0.491301,0.082345,-0.327613,,,0.577476,5
-0.162537,-0.393273,-0.425398,-0.493604,,,0.611886,6
0.074668,-0.043928,-0.03868,-0.350475,,,0.305894,5
0.407204,0.260663,0.015475,-0.288398,,,0.747866,5
0.47974,-0.124476,0.232611,-0.242198,5.026892,,0.538399,8
0.419404,0.377884,0.122185,0.055387,,,0.869455,5
0.179677,0.079714,0.254095,-0.344391,,,0.814668,8
0.280515,0.296461,-0.283124,-0.071254,,,0.667159,7
-0.197845,0.458263,0.354167,0.125086,,,0.675561,5
-0.256209,0.47255,0.366932,0.161461,,,0.337951,7
0.404001,-0.097842,-0.142455,-0.202922,0.470872,,0.862053,8
0.091265,0.023804,0.093778,0.099608,5.263483,,0.196523,6
-0.125287,-0.001791,0.164365,0.301031,3.800545,,0.547571,5
0.490223,0.425247,-0.124017,-0.106566,1.822914,,0.662668,7
-0.247676,0.158311,-0.423019,0.315337,0.56383,,0.659815,6
-0.353169,0.237844,0.322124,-0.48498,4.155681,,0.476178,7
0.210065,0.409432,0.477375,-0.060564,,,0.513688,5
0.459319,0.355084,0.022606,-0.449252,0.062029,,0.506411,8
-0.280407,-0.084538,0.240966,0.009808,,,0.542295,6
-0.253039,-0.229397,0.091304,0.12396,,,0.825488,8
0.282691,0.191966,-0.346986,-0.207711,,,0.525292,5
0.169966,-0.433357,0.229256,-0.371785,,,0.747813,6
0.341132,0.432752,0.327339,0.24555,,,0.558985,8
0.457603,-0.057962,0.387406,-0.328829,,,0.635247,7
0.240966,-0.036532,0.046342,-0.418515,,,0.391237,7
-0.230775,-0.018521,-0.108123,0.225566,,,0.795848,7
0.204663,-0.028603,-0.00073,-0.389697,,,0.766676,7
-0.371257,-0.010152,-0.376758,0.073987,0.591968,,0.894435,8
0.1884,0.152577,-0.277559,-0.094175,,,0.321669,8
-0.160837,0.33238,-0.475002,-0.1452,,,0.580727,6
-0.023284,-0.236489,0.093459,0.11899,2.014116,,0.694431,5
0.091424,0.085882,0.311914,0.058928,,,0.482442,5
0.394349,-0.470027,0.438649,0.160275,,,0.648764,6
-0.31894,-0.351635,-0.205317,-0.01527,,,0.886245,8
0.029984,-0.055857,0.153082,0.186744,,,0.683395,7
-0.011761,0.209771,-0.194815,0.106596,,,0.343596,7
0.347981,-0.098734,0.159406,-0.18405,3.41763,,0.932115,5
0.007765,-0.264341,0.377034,0.049756,9.130949,,0.154136,7
-0.360656,-0.14328,-0.240323,-0.336603,,,0.300747,5
-0.460703,0.346019,-0.443363,0.224551,,,0.656848,5
-0.348401,-0.043795,0.475329,0.490886,,,0.779946,5
0.338186,-0.412278,0.497805,0.262191,,,0.443464,6
-0.401177,0.412381,0.23817,-0.299914,,,0.430621,6
0.009355,0.369342,-0.474083,0.066142,2.385489,,0.902379,5
-0.299777,-0.253117,-0.018398,-0.093459,,,0.346502,6
-0.169541,0.455752,0.426765,0.369067,0.275442,,0.88872,8
-0.404961,0.23999,0.46755,-0.004078,0.785651,,0.638943,8
-0.370532,-0.300685,0.271657,0.253912,,,0.319214,5
0.148608,0.12675,-0.018812,0.34515,,,0.425291,7
-0.112248,-0.34344,-0.087593,-0.191263,,,0.205555,7
0.420719,-0.004974,-0.287905,-0.307282,0.177518,,0.653163,8
0.059179,-0.236539,0.351839,0.393123,1.631572,,0.343613,8
-0.159605,-0.011388,-0.133944,-0.381529,,,0.226118,6
-0.496888,-0.473579,0.433997,-0.186754,,,0.262979,8
-0.265042,-0.478563,0.178418,-0.006052,12.864235,,0.166354,6
-0.368071,0.296628,0.058783,-0.151433,,,0.813291,8
0.337793,-0.436898,-0.431575,0.275975,,,0.344062,6
-0.394115,0.252334,-0.415386,-0.153035,,,0.808598,6
-0.251831,-0.036996,0.02744,-0.376428,,,0.459993,6
-0.27524,-0.039012,0.424782,0.157418,,,0.658354,6
0.027555,0.310973,-0.087905,0.442677,,,0.580604,8
0.045473,-0.133158,-0.106212,-0.154425,,,0.635768,6
0.224852,0.243707,-0.033092,-0.2795,,,0.825362,8
-0.363787,-0.378061,-0.398426,-0.057126,,,0.407287,5
-0.469025,0.087731,-0.065941,0.023872,0.204225,,0.319625,6
0.161851,0.022178,-0.467359,-0.429354,,,0.732954,5
-0.456532,-0.206571,0.068992,0.195812,7.602242,,0.834969,7
0.262838,-0.108843,-0.32813,-0.359292,,,0.84188,8
0.439779,0.364688,0.164205,-0.136314,,,0.831437,6
0.201415,-0.479985,-0.245833,0.128181,1.946489,,0.643297,7
-0.327541,-0.093924,-0.440797,-0.298334,,,0.738098,6
0.154593,-0.33902,0.426167,-0.473854,0.345702,,0.470976,6
0.104809,-0.465061,0.20899,0.075308,,,0.641198,8
-0.069136,0.449205,-0.473746,-0.045408,,,0.74255,5
-0.416299,-0.207968,0.154615,0.052299,,,0.704707,8
-0.223017,-0.236256,-0.22894,-0.251449,,,0.878649,8
0.129408,0.036932,0.163918,0.314637,,,0.879354,7
-0.11484,0.423095,-0.061175,-0.371374,,,0.708513,5
0.480332,-0.448891,0.032287,-0.002009,,,0.807933,6
0.260431,-0.46618,-0.399427,0.131758,1.163721,,0.576009,8
-0.104287,0.24338,0.117711,0.219709,2.342666,,0.565456,8
-0.048456,0.431457,0.38196,0.408277,6.855593,,0.906154,8
0.309495,0.1648,0.303306,-0.106752,1.901381,,0.86895,5
0.392891,0.304165,0.463768,0.284009,0.222627,,0.933838,6
0.09964,-0.324632,-0.490212,0.301979,,,0.637045,8
-0.385742,0.042536,0.261864,-0.435837,,5.991434,0.74263,6
0.303545,-0.420476,0.463772,-0.073449,3.881285,,0.633183,5
0.449671,0.445094,-0.491347,-0.302928,,,0.596644,7
0.40355,-0.377784,0.432727,-0.381977,2.477776,,0.670072,7
0.238386,0.42313,0.031209,0.445613,,,0.723325,8
0.49361,0.21931,0.036416,0.315738,1.832862,,0.622718,7
0.071748,-0.090628,-0.130463,-0.2136,1.220947,,0.300945,8
-0.360428,-0.321895,0.416424,0.126033,,,0.779144,5
0.306643,0.428216,0.095388,-0.236754,0.55679,,0.504334,8
-0.266453,0.075021,0.484931,0.452752,,,0.778231,7
0.030189,0.387126,-0.34221,-0.498073,,,0.880628,6
0.246472,-0.271607,0.257065,-0.081791,,,0.45358,8
0.241052,0.376535,-0.478698,-0.462272,3.110404,,0.726911,6
0.010642,0.068471,0.202847,-0.26183,,,0.854518,7
-0.399834,0.035818,0.364751,0.038923,,4.626865,0.648929,8
-0.003769,-0.448186,0.293141,0.016526,,,0.660595,5
0.196591,0.393107,0.463079,-0.49902,2.049957,,0.797214,7
0.04697,-0.369315,0.405485,-0.290547,,,0.430544,8
0.498521,-0.137201,0.091599,0.01998,,6.183767,0.852558,5
-0.169642,-0.034544,0.397818,-0.242269,,,0.691447,5
-0.212402,0.366928,0.083517,-0.476187,7.137365,,0.375932,6
0.060566,0.265863,0.129133,-0.011424,13.153187,,0.743712,8
-0.373043,0.301382,-0.344121,-0.487389,0.601947,,0.492779,5
-0.421897,-0.214932,-0.488397,-0.176651,,,0.569015,7
-0.307761,-0.217666,-0.067441,0.108404,0.986284,,0.379007,5
0.323716,-0.241968,0.166221,0.303851,,4.960932,0.493753,7
-0.254145,0.36308,0.022811,-0.454303,,,0.301206,8
-0.464788,0.428456,0.123579,0.288661,2.797503,,0.49278,5
-0.217786,-0.013722,0.244478,0.208499,4.73547,,0.722305,7
0.437446,-0.389326,0.492301,0.094795,2.978634,,0.575893,8
0.023063,-0.255575,0.228672,0.040785,,2.1761,0.124296,6
0.449274,-0.194195,0.042411,0.367754,,,0.447315,8
-0.329642,0.450548,0.470174,0.008256,5.215492,,0.629859,5
-0.070404,0.244617,0.1723,0.143264,,,0.380123,8
0.01862,0.25995,-0.034055,-0.201218,,,0.408327,5
-0.177747,0.109048,0.057278,-0.055863,,,0.883803,6
0.040674,0.36516,0.374867,-0.340939,8.889838,,0.469415,7
0.30682,0.480463,-0.045822,0.113497,,,0.743526,8
0.200573,0.233849,-0.454167,-0.427823,,,0.656655,8
0.155209,0.39866,-0.397454,0.450511,,,0.538128,5
0.437039,-0.084121,-0.103134,0.168054,,0.396586,0.51351,5
-0.400509,0.364435,-0.353445,0.161846,3.35826,,0.729286,6
0.408159,0.17905,-0.387399,-0.006454,,,0.404577,5
-0.442954,0.384916,0.189555,-0.414176,,,0.780426,8
-0.406594,-0.328846,0.182097,0.391202,,,0.524967,7
-0.334025,0.205035,-0.374781,0.378621,,,0.636638,5
-0.001944,0.140254,0.336489,-0.037647,2.698187,,0.516695,5
-0.188223,0.214956,-0.095292,-0.05645,,,0.62923,5
-0.193855,0.411271,-0.163515,-0.018058,0.732487,,0.812577,6
0.393124,-0.252728,0.468524,-0.078907,,,0.938605,5
-0.228258,0.177431,0.338333,0.25025,,,0.327833,7
-0.370254,-0.128552,-0.098839,0.059772,,,0.841901,8
0.4958,-0.252556,0.315799,0.205324,,,0.713192,5
-0.210099,-0.33305,0.101822,0.21164,,,0.171038,7
-0.108906,-0.087684,-0.234456,-0.283512,,,0.558528,6
0.477055,-0.373754,0.095336,0.222338,1.29258,,0.358773,5
0.300222,0.239517,-0.309418,0.308223,1.782105,,0.731465,8
0.36286,-0.2972,-0.115194,-0.440816,,,0.679735,8
0.073238,0.047592,0.301976,-0.495542,,,0.333171,5
0.071674,0.280523,0.231229,-0.479409,,,0.517028,5
0.10266,0.034178,0.115038,0.302791,6.004028,,0.528917,7
0.188941,-0.468472,-0.396533,-0.234524,,,0.814604,8
0.276859,0.432411,-0.274382,-0.064278,,,0.494254,7
-0.441032,-0.37891,0.469336,0.214923,,,0.556071,7
0.101795,-0.006343,-0.146958,0.341771,,,0.712231,6
0.290922,-0.046409,0.183939,-0.039332,,,0.865428,8
0.495994,0.035443,-0.058574,-0.205217,,,0.471867,8
0.271488,-0.428033,0.099051,0.047365,,,0.412748,7
-0.149839,0.423272,0.052,-0.116709,6.03067,,0.605421,6
-0.174576,0.009287,0.406114,-0.139321,,,0.694789,5
0.224205,-0.446027,0.38544,-0.324315,,,0.230353,8
0.149281,-0.270411,0.312957,-0.112405,,,0.399635,5
0.435979,-0.302702,-0.41386,0.232086,1.127345,,0.792102,5
0.2699,-0.160336,0.130563,0.342131,,,0.487988,8
0.367464,-0.060501,-0.209905,0.493674,1.226073,,0.341997,6
-0.0238,-0.425988,0.338774,-0.121583,2.224138,,0.539902,6
0.269192,0.019152,-0.395022,0.27849,,,0.726434,6
-0.071193,-0.472681,0.446267,-0.029716,,,0.696424,6
0.240174,0.335928,-0.214361,0.338705,1.03072,,0.402445,6
-0.345623,-0.320565,-0.103359,-0.130116,,,0.931697,8
0.363616,-0.124479,-0.253181,-0.275632,2.099727,,0.758421,7
-0.416552,0.324589,-0.001993,-0.304637,,,0.827543,8
0.44932,-0.263631,-0.095923,-0.00701,,,0.276151,6
0.444351,-0.43158,0.144573,0.085815,,,0.204647,5
-0.486689,-0.211349,0.49311,0.184482,,,0.746256,5
0.109436,0.309557,0.094375,-0.291727,1.175622,,0.378586,7
-0.315141,0.368715,0.127305,0.463225,3.283277,,0.490632,7
0.013981,0.463592,-0.399593,-0.14167,,,0.776967,6
0.448258,0.205471,0.073536,0.148606,5.40603,,0.566372,8
0.315305,0.352785,-0.432088,0.04659,,,0.857868,8
-0.412293,-0.090143,-0.16738,-0.026734,,,0.478901,7
-0.386201,-0.077376,0.202476,0.213433,0.614034,,0.272597,8
0.15231,-0.438753,0.101945,0.296396,,,0.278968,5
-0.202973,0.205034,0.179336,-0.354883,,,0.670627,6
0.176411,0.070706,0.153665,-0.433773,,,0.750681,7
0.323816,0.119466,0.209852,-0.437807,,,0.402453,5
0.399646,-0.065383,0.420335,0.261572,0.701868,,0.682291,7
0.182352,-0.304602,0.200567,-0.052683,0.680259,,0.762674,7
-0.393909,0.355121,-0.200562,0.084437,3.324124,,0.446423,5
-0.457925,-0.39664,0.395548,0.100199,,,0.711645,5
0.30296,0.192315,-0.358869,-0.447405,,,0.230493,8
-0.368885,-0.051599,-0.190241,0.433304,,,0.75805,5
-0.060444,0.220357,0.424364,-0.210999,2.346089,,0.788802,8
0.226019,-0.442366,-0.434544,-0.414741,,,0.774074,6
-0.119099,0.169217,-0.156673,-0.4229,0.562676,,0.893757,5
-0.439898,0.291085,-0.199153,0.321928,3.331148,,0.303282,5
0.094213,-0.462289,0.235716,-0.024774,,,0.302685,5
0.497175,0.33663,-0.399904,-0.02002,1.63108,,0.831544,8
-0.000703,-0.155571,0.422646,-0.384488,,,0.764001,8
0.428596,-0.148087,-0.464918,0.095549,10.980252,,0.689549,7
0.462407,-0.439425,0.266711,0.254116,,,0.536092,7
0.084742,-0.246762,-0.44335,-0.282292,1.494343,,0.793095,8
0.169456,-0.153429,0.374102,-0.413606,1.146713,,0.937449,5
-0.297997,-0.439283,-0.172756,0.33397,2.091023,,0.502348,5
0.272478,0.093988,-0.201069,0.313909,,,0.666468,5
-0.250019,0.498644,-0.241633,0.324408,,,0.613895,8
-0.080559,0.094329,-0.411614,0.111936,,,0.567217,8
0.435296,0.045256,0.422939,0.323951,,,0.770151,6
0.187767,0.059099,-0.091256,-0.354646,,,0.84345,8
-0.417688,-0.486602,0.342058,-0.038717,,,0.663336,7
-0.459569,-0.216719,-0.358599,0.077476,4.609227,,0.76617,5
0.409213,0.12652,-0.344166,-0.103854,4.255438,,0.706373,5
0.390195,-0.331975,0.139736,-0.295143,4.35852,,0.694318,5
-0.055606,0.189465,-0.017197,0.257689,1.109108,,0.82422,8
-0.270026,-0.165153,0.374774,-0.084537,,,0.791512,7
0.371738,-0.402874,-0.010338,-0.030872,,,0.605558,8
0.313754,-0.007907,-0.249302,0.39009,,,0.800564,7
-0.240464,-0.349827,0.392633,0.090112,0.462638,,0.571216,6
-0.499999,-0.224639,-0.344967,-0.488045,,,0.684545,6
-0.17357,0.03346,0.261367,-0.344012,,,0.644717,5
0.447755,0.398878,0.157987,-0.209391,,,0.560771,5
-0.446789,-0.250996,-0.225541,-0.234398,,,0.541515,5
-0.183118,-0.395959,0.448194,-0.271498,,,0.546075,7
0.478522,0.137229,0.026232,-0.409361,,,0.421687,7
0.460566,0.12802,0.016612,-0.203633,8.749208,,0.866921,5
-0.26975,-0.446566,-0.380718,-0.423844,4.246704,,0.659894,5
-0.143019,0.151487,0.257911,0.039879,,,0.715823,7
0.322127,-0.079313,-0.314976,0.218351,,,0.953574,5
0.34314,-0.309277,-0.296384,0.168503,,,0.787474,8
-0.454573,0.480387,0.35698,-0.007479,,,0.574537,5
-0.161816,0.298892,-0.442945,-0.382921,,,0.604114,8
0.002718,0.003668,-0.068174,-0.007579,,,0.434356,5
0.467427,-0.21688,-0.451642,-0.110174,0.033713,,0.7372,6
-0.273867,-0.161349,0.339254,0.391745,,,0.651844,5
0.306815,-0.23215,-0.163738,0.300628,,,0.629984,6
-0.259524,-0.366549,-0.045508,-0.340319,,,0.562409,5
0.348389,-0.214058,-0.136029,-0.153727,1.246551,,0.585133,5
0.169906,0.33019,0.16781,-0.483296,,,0.90266,6
-0.283021,0.231597,-0.228022,-0.06019,3.952513,5.051733,0.805189,6
0.462497,-0.142488,0.140556,-0.481546,,,0.540541,7
0.468824,-0.414361,-0.07866,-0.36873,,,0.564473,5
0.010932,0.47062,-0.197184,-0.103903,,,0.445703,7
-0.195621,0.045434,0.013501,-0.401985,,,0.518175,8
0.091181,0.243953,0.300639,0.498089,11.039405,,0.765214,8
-0.461062,-0.491411,-0.291064,-0.226941,,,0.722126,8
-0.097242,0.247585,-0.478194,0.425825,0.462338,,0.965212,8
0.00035,0.116573,0.038214,-0.47141,,,0.525259,7
-0.317997,-0.334162,-0.304753,0.335506,,,0.58953,8
0.417124,-0.018147,0.471461,-0.09918,,,0.572676,6
-0.487765,0.220656,-0.042297,0.028994,0.055693,,0.583948,8
-0.382909,-0.281524,-0.201079,-0.050427,2.498893,,0.268741,5
-0.456057,0.046824,0.05849,0.134618,,,0.764197,7
0.171035,-0.047262,-0.42411,-0.487212,2.860258,,0.32593,8
-0.088925,-0.167483,-0.249818,0.188824,1.846559,,0.456201,5
-0.068378,0.21687,-0.346488,-0.287225,14.868687,,0.430689,7
-0.169612,0.425305,-0.270764,0.069497,,,0.148788,8
-0.470588,-0.335499,-0.084727,-0.46457,0.049135,,0.663263,7
-0.317902,-0.34636,-0.459135,-0.385008,,,0.647518,5
-0.290215,0.361334,-0.171467,0.337211,,,0.497754,6
0.111088,-0.323361,-0.239973,0.044853,,,0.643985,8
-0.042533,0.143868,-0.126054,0.460623,0.209212,,0.560788,6
0.27383,-0.440998,-0.380199,0.047801,,,0.730989,7
0.067006,-0.113257,-0.007913,0.051861,,,0.866126,7
0.202348,0.417747,0.148532,-0.458053,4.056942,,0.34986,6
0.471513,-0.181836,0.207502,0.01601,,,0.625617,5
-0.369468,0.456692,-0.215358,0.204749,,,0.843506,8
0.108285,-0.495861,-0.310967,0.112588,3.832273,,0.331048,6
-0.333066,0.384111,-0.30216,-0.080339,0.159264,,0.690992,6
-0.06288,0.456164,0.085284,-0.20163,,,0.350427,8
0.066222,-0.122838,-0.056281,0.254612,,,0.149565,5
0.000618,-0.427912,-0.149953,-0.13077,,,0.856408,6
0.308049,-0.079395,0.197275,-0.248709,11.069082,,0.742659,5
-0.367183,0.118121,-0.406588,-0.217037,,,0.829632,6
0.382435,-0.083361,-0.396057,0.21929,3.743941,,0.639244,5
0.245045,0.412534,0.028837,-0.415295,3.818763,,0.413445,5
-0.370703,0.177555,-0.360006,-0.219421,,,0.615061,7
-0.388347,0.172733,-0.061926,0.14103,4.082985,,0.868836,8
0.041435,-0.058003,0.028447,0.48577,,,0.314891,5
0.199493,0.111854,0.220919,0.335649,,,0.697012,5
0.388399,0.157729,0.17653,0.41565,,,0.935838,6
0.30218,-0.007206,-0.474525,0.446799,,,0.598676,5
0.377526,0.213736,-0.065224,-0.061239,,,0.451406,7
0.26959,-0.295503,-0.193885,0.218467,,,0.441847,6
0.013096,0.208028,-0.380047,-0.120891,1.136015,,0.371106,7
-0.45579,-0.128272,0.367741,-0.439914,,,0.390392,8
0.059241,0.233931,0.117141,0.463079,,,0.677432,5
-0.386468,0.040777,0.429447,0.029319,1.47294,,0.474434,5
-0.248127,0.1456,-0.110095,0.307786,,,0.738053,5
0.482894,0.435965,-0.072114,0.054509,,,0.78493,8
-0.157111,-0.119192,-0.263752,0.132139,,,0.68304,8
-0.094283,-0.430744,0.17524,-0.159495,,,0.496355,6
-0.093472,-0.493967,-0.25683,0.427539,,,0.622379,8
0.194319,-0.125171,0.171518,0.419383,,,0.571381,8
0.48364,-0.116149,-0.491282,0.238669,,,0.855329,6
0.439546,-0.089984,-0.286606,0.199112,,,0.550396,7
0.368077,0.209799,0.308436,-0.346735,,8.945114,0.516221,8
-0.429636,-0.420004,-0.468255,-0.115765,1.836374,,0.842238,5
-0.478687,0.16037,-0.434902,-0.315666,,,0.844861,5
-0.132062,0.434711,-0.132334,-0.095347,0.197004,,0.50847,8
0.173306,-0.058579,0.403074,-0.446252,,,0.566027,6
0.364907,-0.24221,0.175907,-0.351698,3.440503,,0.70125,8
0.142106,-0.487485,-0.166524,0.063376,0.575965,,0.908605,6
-0.157778,-0.142031,0.431045,-0.103256,0.332014,2.013936,0.782442,6
0.11886,-0.290073,-0.370292,0.095785,,,0.788305,8
-0.343918,0.017009,-0.4197,0.111177,,,0.68376,5
0.341512,-0.26012,-0.379418,0.284596,0.044232,,0.771134,8
0.236932,0.217263,0.058554,-0.283564,,,0.540977,7
-0.086913,-0.024045,-0.220565,-0.074843,,,0.890053,5
0.456652,0.312925,0.218887,-0.16424,,,0.502679,8
-0.272597,0.360104,0.253205,-0.155401,,,0.263275,8
-0.265648,-0.204985,-0.410719,0.452619,,,0.138803,5
0.018919,-0.15218,0.221906,0.250775,2.736199,0.319946,0.647029,8
-0.39958,0.301766,-0.039722,-0.135783,,,0.672222,5
0.401832,0.494886,0.421071,0.06777,,,0.865443,7
0.211387,0.26552,-0.097548,0.458453,0.002743,,0.878083,7
-0.42701,-0.368354,-0.456524,0.035881,,,0.772836,5
0.177037,-0.315029,-0.102711,0.358996,,,0.554074,6
0.106705,0.103433,0.043644,-0.193996,,,0.885111,7
0.043131,0.350407,0.079953,0.468868,,,0.770608,6
-0.215708,0.235322,0.442226,-0.218749,2.355285,,0.597022,6
0.09079,0.420878,-0.251271,-0.243526,,,0.697561,7
-0.219619,-0.17541,-0.029811,-0.03725,,,0.552367,6
-0.149898,0.118813,0.439837,-0.388623,5.747488,,0.875972,5
0.071142,0.415881,0.038839,-0.070148,,,0.946761,6
-0.494276,-0.013091,0.369976,0.233115,,,0.538589,6
0.448843,-0.330786,0.384145,-0.292165,,,0.466927,7
-0.32928,-0.336632,0.188282,-0.105542,,,0.114277,6
0.479441,0.054739,0.324972,-0.413478,1.060466,,0.449911,5
0.218574,-0.236022,0.183786,0.121574,,,0.910312,6
-0.409877,0.44257,-0.267687,-0.126119,0.677939,,0.54447,8
-0.087324,0.341448,0.392386,-0.42422,0.064516,,0.704322,5
0.284852,0.105741,0.217011,-0.169405,,,0.192163,8
-0.093835,0.404768,-0.186786,-0.040476,,,0.315765,8
-0.463239,-0.291521,-0.076667,0.484823,,,0.719215,6
0.243095,0.473529,0.116789,-0.300445,,,0.468376,7
0.174168,0.095884,-0.176221,0.079374,,,0.911232,8
-0.376088,0.468432,-0.322531,0.358468,,,0.469569,8
0.10764,0.385316,-0.106497,0.269341,0.544506,,0.613339,5
-0.178876,0.266734,-0.499492,-0.379859,,,0.908029,8
0.28695,-0.182963,-0.109814,0.303292,2.349705,,0.670085,6
0.474618,0.299528,-0.403907,0.369212,,,0.486904,8
0.089572,0.463765,-0.482034,-0.274431,8.975301,,0.564443,5
