no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests
2,0,0,3,0,0,0,117,2018,5,5,1,0,0,0,114.3,1
2,0,1,3,0,0,0,34,2017,9,23,1,0,0,0,224.67,0
2,0,1,3,0,0,0,49,2018,10,30,0,0,0,0,85.5,1
2,0,2,2,1,0,0,179,2018,9,8,1,0,0,0,113.4,0
1,0,1,1,1,0,0,95,2018,11,19,1,0,0,0,79.2,0
1,0,2,1,2,0,0,117,2017,8,1,0,0,0,0,72.5,0
2,2,0,2,0,0,3,4,2018,5,26,1,0,0,0,176.0,1
1,0,1,2,0,0,0,166,2018,11,1,0,0,0,0,110.0,0
2,0,0,2,0,0,0,80,2018,12,9,0,0,0,0,65.0,0
2,0,1,5,0,0,0,163,2017,8,5,1,0,0,0,76.5,1
1,0,0,1,0,0,0,42,2017,12,31,2,0,0,0,65.0,0
2,0,1,5,0,0,0,275,2018,10,5,1,0,0,0,90.0,0
2,0,0,4,0,0,0,115,2018,2,3,1,0,0,0,77.18,0
2,0,1,3,0,0,1,290,2018,12,1,0,0,0,0,86.7,0
2,0,2,3,0,0,0,128,2018,7,8,1,0,0,0,96.05,0
2,0,0,3,0,1,1,63,2018,12,8,1,0,0,0,83.61,2
2,0,0,2,0,0,0,39,2017,8,14,0,0,0,0,108.0,0
2,0,2,2,0,0,0,156,2018,10,27,1,0,0,0,108.9,0
2,0,0,1,0,0,0,154,2018,10,6,1,0,0,0,118.8,0
3,0,2,2,0,0,1,98,2018,12,20,1,0,0,0,140.0,1
2,0,0,1,0,0,0,80,2018,12,11,0,0,0,0,75.0,0
2,0,1,1,0,0,2,228,2018,7,27,1,0,0,0,86.62,1
2,1,2,2,0,0,0,8,2018,12,25,1,0,0,0,130.0,1
1,1,0,2,0,0,0,112,2018,7,1,1,0,0,0,112.5,1
2,1,0,1,0,0,0,26,2017,12,31,1,0,0,0,137.0,1
0,2,0,4,0,0,2,35,2018,3,9,1,0,0,0,9.0,1
2,1,1,3,1,0,0,32,2018,8,29,1,0,0,0,101.03,1
2,0,2,0,0,0,0,258,2018,10,16,0,0,0,0,110.0,1
1,0,0,5,0,0,1,1,2018,3,1,0,0,0,0,55.0,1
2,0,0,2,0,0,0,53,2018,11,18,0,0,0,0,75.0,0
2,0,0,2,0,0,0,102,2017,10,16,0,0,0,0,109.0,0
2,1,2,1,0,0,0,155,2018,7,14,1,0,0,0,112.5,2
2,0,2,1,2,0,0,150,2018,1,2,1,0,0,0,101.0,0
2,0,1,4,2,0,1,111,2018,11,21,1,0,0,0,115.6,1
2,0,1,2,0,0,0,191,2018,6,3,0,0,0,0,132.0,2
2,2,0,1,0,1,3,1,2018,12,1,1,0,0,0,142.0,0
1,0,0,4,0,0,1,62,2018,10,25,1,0,0,0,111.6,0
2,1,0,2,0,0,0,45,2018,3,18,1,0,0,0,143.1,2
2,0,2,2,0,0,0,250,2018,9,26,0,0,0,0,95.0,0
1,0,1,4,0,0,0,153,2018,6,26,1,0,0,0,80.75,0
2,0,0,3,0,0,0,141,2018,7,5,1,0,0,0,105.3,0
2,0,2,1,0,0,0,73,2018,12,18,0,0,0,0,75.0,0
2,0,1,3,0,0,2,47,2017,10,19,1,0,0,0,72.36,0
2,0,1,3,0,0,0,187,2018,9,22,1,0,0,0,119.85,1
2,2,0,1,0,0,3,4,2018,9,20,1,0,0,0,275.0,1
2,0,2,2,0,0,0,256,2018,10,15,0,0,0,0,100.75,0
2,0,1,1,0,0,0,40,2017,12,11,0,0,0,0,60.0,1
1,0,1,3,0,0,0,259,2018,10,28,1,0,0,0,90.95,0
2,0,0,3,0,0,0,122,2018,4,21,0,0,0,0,68.0,1
2,0,1,2,1,0,0,121,2018,11,14,1,0,0,0,79.2,0
2,0,0,3,0,0,0,32,2018,3,24,0,0,0,0,85.0,0
2,0,2,5,1,0,0,123,2018,8,13,1,0,0,0,89.25,0
2,0,0,1,0,0,1,19,2018,7,23,1,0,0,0,166.0,0
2,0,1,3,0,0,0,76,2018,6,20,0,0,0,0,80.75,1
3,0,2,1,0,0,1,35,2018,2,20,1,0,0,0,130.9,1
2,0,1,3,0,0,0,189,2018,8,8,1,0,0,0,109.8,0
1,0,0,3,2,0,0,88,2018,5,3,0,0,0,0,96.0,0
2,0,2,1,0,0,0,17,2018,9,11,0,0,0,0,95.0,0
2,0,1,1,0,0,0,60,2017,10,13,0,0,0,0,65.0,0
2,0,2,1,0,0,0,134,2017,12,4,0,0,0,0,65.0,0
1,0,1,2,2,0,0,247,2018,6,6,0,0,0,0,90.0,0
2,0,1,1,0,0,0,51,2018,7,18,0,0,0,0,85.5,0
1,0,3,7,1,0,0,64,2018,5,18,1,0,0,0,130.9,0
2,2,1,5,0,0,3,18,2018,9,21,1,0,0,0,169.0,0
1,0,1,3,2,0,0,13,2018,9,26,0,0,0,0,96.0,0
2,0,1,2,1,0,0,149,2018,7,25,1,0,0,0,85.5,2
2,0,0,1,0,0,0,180,2017,10,16,0,0,0,0,90.0,0
1,0,2,2,0,0,0,61,2017,10,4,0,0,0,0,73.0,0
1,0,1,4,2,0,0,88,2018,5,5,0,0,0,0,90.0,0
2,0,0,2,0,0,0,72,2017,9,18,0,0,0,0,108.0,0
3,0,0,5,0,0,0,164,2018,8,16,1,0,0,0,110.65,2
1,0,2,4,0,0,0,69,2018,6,9,0,0,0,0,120.0,0
2,0,2,1,0,0,0,182,2018,10,28,1,0,0,0,96.3,0
2,0,1,0,1,0,0,104,2018,10,18,1,0,0,0,108.0,0
1,0,2,1,0,0,0,100,2018,7,11,1,0,0,0,101.18,1
2,0,0,4,0,0,0,145,2018,6,30,1,0,0,0,90.95,1
2,0,0,3,0,0,0,95,2018,11,16,1,0,0,0,84.6,2
2,0,0,1,2,0,0,1,2017,9,8,0,0,0,0,108.0,0
2,0,2,5,0,0,0,111,2018,6,10,0,0,0,0,96.67,0
2,0,1,1,1,0,0,183,2018,10,4,1,0,0,0,80.1,2
1,0,0,3,0,0,1,8,2018,3,1,1,0,0,0,56.0,1
2,0,2,4,1,0,0,123,2018,5,21,1,0,0,0,89.25,0
1,0,0,2,0,0,0,37,2017,9,20,0,0,0,0,90.0,0
1,0,2,0,1,0,0,56,2018,12,4,1,0,0,0,88.0,0
3,0,1,1,0,0,1,138,2018,7,8,1,0,0,0,138.5,1
2,0,1,3,0,0,1,98,2018,5,3,1,0,0,0,132.6,0
2,0,0,3,2,0,0,102,2017,10,16,0,0,0,0,101.5,0
2,0,1,2,2,0,0,315,2018,9,30,1,0,0,0,140.0,0
3,0,2,1,0,0,1,119,2018,10,2,1,0,0,0,151.2,3
2,0,2,3,0,0,0,61,2018,10,4,0,0,0,0,91.0,0
2,0,2,0,2,0,0,6,2017,10,9,0,0,0,0,98.0,0
2,1,2,1,0,0,0,187,2018,7,29,1,0,0,0,112.5,0
2,0,0,3,2,0,0,74,2018,9,4,0,0,0,0,97.92,1
1,0,0,3,0,0,0,0,2018,8,12,0,0,0,0,75.0,0
2,0,1,2,2,0,0,88,2017,10,5,0,0,0,0,112.1,0
2,0,0,3,0,0,1,253,2018,9,10,1,0,0,0,140.4,0
3,0,0,2,2,0,5,24,2018,5,19,1,0,0,0,229.6,1
2,2,1,2,0,0,3,8,2018,8,11,1,0,0,0,240.0,2
2,0,2,2,0,0,0,69,2018,3,20,0,0,0,0,68.0,0
2,0,2,2,1,0,0,110,2018,11,12,1,0,0,0,78.1,1
2,0,1,3,2,0,0,36,2017,10,6,0,0,0,0,112.0,0
2,0,0,1,0,0,0,154,2018,8,7,1,0,0,0,114.3,0
2,0,0,3,0,0,0,63,2018,4,27,0,0,0,0,106.4,0
2,0,2,2,1,0,0,183,2018,10,29,1,0,0,0,80.1,0
2,0,1,2,0,0,0,14,2017,11,5,0,0,0,0,43.5,0
2,0,2,1,2,0,0,100,2018,4,18,1,0,0,0,140.6,0
1,0,0,1,0,1,0,47,2018,4,12,1,0,0,0,99.9,0
2,2,0,1,0,0,3,76,2018,8,18,1,0,0,0,207.9,0
2,0,0,2,0,0,0,117,2018,7,5,1,0,0,0,105.3,2
2,0,2,3,0,0,2,231,2018,9,8,1,0,0,0,100.3,1
2,0,2,2,0,0,1,172,2018,10,30,1,0,0,0,104.4,2
2,0,2,3,0,0,1,111,2018,8,13,1,0,0,0,150.3,0
1,0,0,1,0,0,0,183,2018,10,11,0,0,0,0,98.1,0
2,1,2,1,2,0,0,119,2018,12,10,1,0,0,0,146.1,2
1,0,0,1,0,0,0,7,2018,6,29,2,1,0,11,65.0,0
1,0,0,2,0,0,0,192,2018,6,13,0,0,0,0,95.0,0
2,0,2,2,0,0,1,68,2018,11,25,1,0,0,0,74.61,2
3,0,2,3,0,0,1,45,2018,9,25,1,0,0,0,162.4,2
2,0,0,3,0,0,0,192,2017,9,25,0,0,0,0,94.5,0
1,0,0,3,0,0,1,29,2018,3,17,2,0,0,0,75.0,0
2,0,2,2,0,0,0,122,2017,7,13,1,0,0,0,76.5,1
2,1,2,4,0,0,0,58,2018,11,11,1,0,0,0,124.67,3
2,0,0,2,0,0,1,15,2018,5,27,1,0,0,0,194.0,2
2,0,1,3,0,0,0,129,2018,10,24,0,0,0,0,80.75,0
1,0,1,3,0,0,0,5,2018,2,24,0,0,0,0,60.0,0
1,0,0,1,0,0,0,95,2018,11,16,1,0,0,0,84.6,2
2,0,1,3,0,0,0,141,2018,5,20,0,0,0,0,99.96,1
2,0,2,5,0,0,0,147,2018,7,5,0,0,0,0,72.25,0
1,0,0,2,0,0,0,32,2017,11,16,0,0,0,0,73.0,0
2,0,2,5,0,0,0,217,2018,11,4,1,0,0,0,90.1,1
1,0,1,2,0,0,0,10,2017,8,19,0,0,0,0,99.3,0
2,0,2,2,2,0,0,418,2018,9,26,1,0,0,0,107.0,0
2,0,2,1,0,0,0,115,2018,2,27,0,0,0,0,76.0,1
2,0,1,3,0,0,1,189,2018,8,12,1,0,0,0,99.45,1
2,0,2,1,0,0,0,99,2018,10,16,1,0,0,0,118.8,1
1,0,0,2,0,0,0,55,2018,7,7,2,0,0,0,79.0,0
2,1,0,2,0,0,0,154,2018,7,1,1,0,0,0,112.5,0
1,0,1,2,0,0,0,280,2018,9,19,0,0,0,0,100.0,0
2,1,0,1,0,0,3,70,2018,9,3,1,0,0,0,167.45,1
2,0,0,2,0,0,1,242,2018,10,14,1,0,0,0,104.4,1
2,0,1,1,0,0,0,162,2018,7,1,1,0,0,0,96.3,1
2,0,0,3,0,0,0,114,2018,11,1,1,0,0,0,75.0,0
2,0,1,1,0,0,0,97,2018,5,30,0,0,0,0,80.75,0
2,1,0,1,0,0,0,2,2018,7,28,1,0,0,0,169.0,2
3,0,2,2,0,0,1,61,2018,6,17,1,0,0,0,126.9,1
2,0,1,3,1,0,0,240,2018,10,27,1,0,0,0,80.75,0
3,0,1,1,0,0,1,95,2018,5,2,1,0,0,0,159.3,1
1,0,0,1,0,0,0,2,2018,3,2,4,1,0,3,55.0,0
2,0,2,3,0,0,0,146,2018,4,29,0,0,0,0,85.0,0
2,0,2,7,0,0,0,91,2018,7,13,1,0,0,0,114.3,0
1,0,0,1,0,0,0,0,2017,9,8,0,0,0,0,91.2,0
2,0,0,1,0,0,2,1,2018,1,8,4,0,0,0,0.0,1
1,0,1,3,0,0,0,308,2018,11,23,1,0,0,0,78.3,0
2,0,2,2,0,0,1,82,2018,4,16,1,0,0,0,109.37,1
3,0,2,3,0,0,1,65,2018,9,2,1,0,0,0,142.88,4
2,0,2,3,0,0,0,207,2017,8,13,1,0,0,0,76.5,2
1,0,1,4,0,0,0,27,2018,6,29,0,0,0,0,110.0,0
2,0,2,1,0,0,0,125,2018,5,29,1,0,0,0,99.3,2
3,0,2,1,0,0,1,2,2018,5,13,1,0,0,0,197.0,1
2,0,2,1,1,0,0,109,2018,4,13,1,0,0,0,68.5,0
2,0,1,2,0,0,0,66,2018,10,9,0,0,0,0,75.0,0
2,0,1,2,0,0,0,57,2018,8,5,0,0,0,0,85.0,0
3,0,1,2,0,0,1,193,2018,8,22,1,0,0,0,137.7,0
2,1,1,1,0,0,0,41,2018,4,19,1,0,0,0,105.3,2
2,0,2,4,0,0,0,168,2018,7,13,1,0,0,0,90.95,0
3,0,0,1,0,0,1,0,2018,8,23,1,0,0,0,142.2,2
1,0,0,2,2,0,0,102,2017,10,4,0,0,0,0,80.0,0
2,0,0,2,0,0,0,64,2018,9,22,0,0,0,0,101.52,0
3,0,1,2,0,0,1,39,2018,11,12,1,0,0,0,124.67,3
1,1,1,0,1,0,0,76,2017,9,7,0,0,0,0,48.0,1
2,0,0,2,2,0,0,55,2018,9,6,0,0,0,0,104.0,0
2,0,0,3,0,0,0,184,2018,10,4,1,0,0,0,90.9,2
2,0,2,3,0,0,1,24,2018,9,25,0,0,0,0,107.0,0
3,0,0,3,0,0,1,113,2018,12,27,1,0,0,0,131.13,0
2,0,0,1,0,1,1,0,2018,7,25,1,0,0,0,206.0,2
2,0,1,2,0,0,0,149,2018,8,12,1,0,0,0,130.5,1
2,0,0,2,0,0,0,86,2017,9,9,2,0,0,0,90.0,0
2,0,1,1,0,0,0,129,2018,9,8,1,0,0,0,126.9,2
2,0,3,7,0,0,0,217,2018,5,25,1,0,0,0,90.1,2
2,1,0,3,1,0,0,1,2018,10,13,1,0,0,0,109.65,1
2,0,2,4,0,0,0,92,2017,7,22,1,0,0,0,76.5,2
2,0,2,8,0,0,0,54,2018,3,1,1,0,0,0,63.75,0
2,0,2,0,1,0,0,199,2018,8,28,1,0,0,0,85.5,1
1,0,0,2,0,0,0,172,2018,6,24,0,0,0,0,75.0,0
2,0,1,3,0,0,1,64,2018,9,11,1,0,0,0,149.4,0
2,1,0,1,0,0,0,1,2018,12,16,1,0,0,0,168.5,2
1,0,4,5,0,0,0,2,2018,11,27,1,0,0,0,76.12,1
2,0,1,2,1,0,0,129,2018,8,15,1,0,0,0,94.5,0
2,0,1,2,0,0,0,66,2018,10,9,0,0,0,0,90.0,0
2,0,0,4,0,0,1,86,2018,4,26,0,0,0,0,90.95,1
1,0,0,2,0,0,0,1,2017,9,4,4,1,1,0,0.0,0
3,0,2,4,0,0,0,132,2018,7,21,1,0,0,0,100.84,2
3,0,0,3,0,0,0,87,2018,12,22,0,0,0,0,105.4,0
1,0,0,2,0,0,0,74,2017,9,18,1,0,0,0,0.0,0
1,0,1,0,0,0,0,0,2018,10,10,2,1,3,36,65.0,0
1,0,0,1,0,0,0,12,2018,10,25,2,1,0,4,89.0,1
2,0,0,2,0,0,1,68,2017,10,29,0,0,0,0,60.0,0
1,0,1,2,0,0,0,133,2018,11,11,1,0,0,0,212.06,2
2,0,2,2,0,0,1,202,2018,10,21,1,0,0,0,109.8,0
3,0,1,1,0,0,1,46,2018,4,30,1,0,0,0,157.5,2
3,0,1,3,0,0,1,35,2018,4,25,1,0,0,0,130.48,0
2,0,2,0,2,0,0,100,2017,10,16,0,0,0,0,108.0,0
2,2,0,1,0,0,3,20,2018,8,11,1,0,0,0,231.0,1
2,1,2,3,0,0,1,59,2018,12,24,1,0,0,0,129.2,0
2,0,0,2,0,0,0,73,2018,11,25,0,0,0,0,75.0,1
2,0,0,1,0,0,0,43,2017,10,15,0,0,0,0,85.0,0
2,0,1,1,0,0,1,198,2018,6,2,1,0,0,0,95.4,0
2,1,2,4,0,0,0,93,2018,8,10,1,0,0,0,121.5,0
2,0,2,2,0,0,0,271,2018,10,21,1,0,0,0,101.33,0
2,0,0,4,2,0,1,12,2018,3,14,1,0,0,0,157.0,1
1,0,0,2,0,0,0,8,2017,11,1,0,0,0,0,73.0,0
3,0,1,3,0,0,1,175,2018,8,1,1,0,0,0,130.05,1
2,0,2,3,0,0,0,214,2018,8,13,1,0,0,0,90.95,1
2,0,2,4,0,0,0,8,2017,9,23,1,0,0,0,187.43,2
2,0,2,3,0,0,0,65,2017,10,20,0,0,0,0,65.0,1
3,0,2,3,0,0,1,69,2018,9,23,1,0,0,0,137.7,2
2,0,0,1,0,0,0,105,2018,5,13,1,0,0,0,126.9,0
2,0,2,0,2,0,0,150,2018,1,17,0,0,0,0,101.0,0
2,0,0,3,0,0,0,163,2018,9,1,1,0,0,0,126.9,1
2,0,0,3,0,1,1,118,2018,8,16,1,0,0,0,118.8,1
1,0,2,5,0,0,0,24,2017,12,19,0,0,0,0,58.0,0
2,0,1,2,0,0,0,126,2018,10,10,1,0,0,0,118.8,2
1,0,2,2,0,0,0,116,2018,4,22,1,0,0,0,81.9,0
2,0,1,2,2,0,0,21,2018,3,11,1,0,0,0,129.0,0
2,0,1,2,0,0,0,116,2018,2,28,0,0,0,0,87.0,0
2,0,1,3,0,0,0,118,2018,6,2,1,0,0,0,119.85,0
3,0,1,1,0,0,1,36,2018,4,7,1,0,0,0,141.3,2
1,0,0,2,0,0,0,105,2017,10,12,0,0,0,0,70.0,0
2,0,0,1,0,0,1,80,2018,9,23,1,0,0,0,151.2,0
3,0,0,2,0,0,1,239,2018,10,28,1,0,0,0,128.7,0
2,0,1,3,0,0,0,193,2018,6,20,1,0,0,0,120.0,0
1,0,0,1,0,0,0,14,2017,10,5,0,0,0,0,100.0,0
1,0,0,1,0,0,0,128,2018,5,12,1,0,0,0,99.9,0
2,0,0,3,0,0,0,197,2018,5,18,0,0,0,0,112.0,1
2,0,0,4,0,0,0,65,2018,6,26,0,0,0,0,72.25,0
2,0,1,2,0,0,0,224,2018,8,21,0,0,0,0,72.25,0
2,0,2,3,0,0,0,166,2018,8,2,1,0,0,0,99.45,0
2,0,1,0,0,0,1,69,2018,5,1,1,0,0,0,140.4,0
