Actions_taken,Liberal,Unconstitutional,Precedent_alteration,Unanimous,Year_of_decision,Lower_court_disagreement
0.0,0.0,0.0,0.0,0.0,1955.7612779344415,0.0
0.0,0.0,0.0,0.0,1.0,2000.1782852623055,0.0
0.4684821058824993,1.0,0.0,0.0,0.0,1962.1079785204663,1.0
0.0,0.0,0.0,0.0,1.0,1968.20674949725,0.0
1.2581382455258168,1.0,0.0,0.0,0.0,1978.9720255295606,0.0
-1.0087565537649819,1.0,0.0,1.0,0.0,1958.1380656392662,0.0
0.0,1.0,0.0,0.0,1.0,1970.6929320874356,0.0
-0.9962220719142317,0.0,0.0,0.0,0.0,1969.7445351562033,0.0
0.038005048427983835,1.0,1.0,0.0,0.0,1965.7921097543472,1.0
0.0,0.0,0.0,0.0,0.0,1978.4505509054068,1.0
0.24305356927407631,0.0,0.0,0.0,0.0,1972.2683163016704,0.0
0.0,0.0,0.0,0.0,0.0,1976.6302318301518,0.0
0.0,0.0,0.0,0.0,0.0,1986.8131837512012,1.0
10.0,1.0,0.0,0.0,0.0,1984.0,0.0
0.8892180663476648,0.0,0.0,0.0,0.0,1998.4095083134212,1.0
0.0,0.0,0.0,0.0,0.0,1990.4330364595723,0.0
0.0,0.0,0.0,0.0,0.0,1968.0,0.0
-0.5888155937097286,0.0,0.0,0.0,0.0,1987.0,0.0
0.0,1.0,0.0,0.0,0.0,1984.9575858465212,0.0
0.0,0.0,0.0,0.0,0.0,1979.3439763224458,0.0
0.0,0.0,0.0,0.0,0.0,1982.614442303976,0.0
0.0,0.0,0.0,0.0,0.0,1977.664817311795,0.0
0.21466757392753372,0.0,0.0,0.0,0.0,1957.2401593326963,0.0
0.0,1.0,0.0,0.0,1.0,1966.1534245304229,0.0
0.0,0.0,0.0,0.0,0.0,1979.656739573594,1.0
0.21054535316616949,1.0,0.0,0.0,1.0,1983.7067280370213,0.0
0.0,1.0,1.0,0.0,0.0,2003.5990761720843,0.0
0.0,1.0,0.0,0.0,0.0,1981.559285155334,0.0
0.09434699774674599,1.0,0.0,0.0,0.0,1954.9679275875612,0.0
0.0,0.0,0.0,0.0,0.0,1971.8000969376346,0.0
0.08611285110907226,1.0,0.0,0.0,1.0,1976.9692261819123,0.0
0.6122686772663903,1.0,0.0,0.0,1.0,1970.6663771480087,0.0
0.8899082227067991,1.0,0.0,0.0,1.0,1974.4001974030753,0.0
0.0,1.0,0.0,0.0,1.0,1983.3397283730862,0.0
0.0,1.0,0.0,1.0,1.0,1964.798989254803,0.0
0.5875671999656911,1.0,1.0,0.0,1.0,1967.3055823725645,0.0
0.0,1.0,0.0,0.0,0.0,1979.0872406533108,0.0
3.0,1.0,1.0,0.0,1.0,1971.0,0.0
0.0,0.0,0.0,0.0,1.0,1965.7633484642174,0.0
0.3935199914686791,0.0,0.0,0.0,0.0,1985.2521354145463,0.0
-0.6273326074021421,0.0,0.0,0.0,1.0,1975.044429803092,1.0
0.0,0.0,0.0,0.0,0.0,1975.2672184917528,0.0
0.0,0.0,0.0,0.0,0.0,1981.2049365974897,1.0
-0.10905897547924967,1.0,0.0,0.0,0.0,1973.2794188620337,0.0
0.23506224782135027,1.0,0.0,0.0,0.0,1969.143212766057,1.0
0.02263674514338175,0.0,0.0,0.0,0.0,1969.2563495637553,0.0
0.840525338527655,0.0,0.0,0.0,1.0,1976.2084013159167,1.0
-0.6488664382541653,1.0,0.0,0.0,0.0,1984.3923170519363,0.0
0.0,0.0,0.0,0.0,0.0,1965.8224269564046,0.0
0.0,0.0,0.0,0.0,0.0,1951.288280335582,0.0
0.0,1.0,0.0,0.0,0.0,1974.5383738969456,1.0
0.0,0.0,0.0,0.0,0.0,1980.257674368815,0.0
0.0,1.0,0.0,0.0,0.0,1973.0576746055426,0.0
-1.0279646398745124,1.0,0.0,0.0,0.0,1989.0106977663545,0.0
0.0,1.0,0.0,0.0,0.0,1968.662796976763,0.0
0.0,0.0,0.0,0.0,1.0,1980.0765744897624,0.0
0.33994316322152174,0.0,0.0,0.0,1.0,1981.0685504312214,1.0
-1.274905695743357,1.0,0.0,0.0,1.0,1976.9526845145845,0.0
0.1039536852312365,0.0,0.0,0.0,0.0,1958.1283291422967,0.0
-0.6543408232934691,1.0,0.0,0.0,1.0,1980.2397418012424,0.0
0.0,0.0,0.0,0.0,1.0,1962.7421050501712,1.0
0.0,0.0,0.0,0.0,0.0,1959.2441466722244,0.0
0.0,1.0,0.0,0.0,0.0,1974.6004410930627,1.0
0.0,0.0,0.0,0.0,0.0,1954.1409835225795,0.0
-0.745264878159734,1.0,0.0,1.0,0.0,1983.3352897307966,0.0
-0.2500254289866032,1.0,0.0,0.0,1.0,1969.674083622597,0.0
0.10052685125436342,1.0,0.0,0.0,0.0,1980.5753693072973,1.0
0.0,0.0,0.0,1.0,0.0,1976.6380290869988,0.0
0.24182374465839745,1.0,0.0,0.0,0.0,1971.156374818259,0.0
1.4128153747046237,1.0,1.0,0.0,1.0,1968.748183560515,0.0
0.0,0.0,0.0,0.0,0.0,1987.0500927217859,1.0
0.1061483331148226,0.0,0.0,0.0,0.0,1977.905916493006,0.0
0.0,1.0,0.0,0.0,0.0,1970.404429674988,0.0
0.0,0.0,0.0,0.0,0.0,1985.5214668886294,0.0
0.0,1.0,0.0,0.0,0.0,1978.999355525658,1.0
0.03834536560584887,1.0,0.0,0.0,0.0,1976.27874537419,0.0
0.0,1.0,0.0,0.0,1.0,1983.41224477655,0.0
0.7766733732835852,0.0,0.0,0.0,1.0,1969.1497206815786,0.0
0.0,1.0,1.0,0.0,0.0,1971.526710586893,1.0
0.9770879998140334,0.0,0.0,0.0,1.0,1979.7462015660076,0.0
0.0,0.0,0.0,0.0,1.0,1968.3730167168442,0.0
0.11800150391375197,0.0,0.0,0.0,0.0,1966.9179199632333,0.0
0.0,0.0,0.0,0.0,1.0,1976.6439027819367,0.0
0.0,1.0,0.0,0.0,0.0,1976.4255950586544,1.0
0.9626383226418921,0.0,0.0,0.0,1.0,1972.873793911284,0.0
0.0,1.0,0.0,0.0,1.0,1971.4868097805804,0.0
-0.28843601215944514,0.0,0.0,0.0,0.0,1974.0,0.0
0.0,0.0,0.0,0.0,0.0,1971.1399749891727,0.0
0.538427266999899,1.0,0.0,0.0,1.0,1959.5224412721734,1.0
0.0,0.0,0.0,0.0,0.0,1978.9180215642948,1.0
0.0,1.0,0.0,0.0,0.0,1957.4451903212362,0.0
0.0,0.0,0.0,0.0,0.0,1967.3414361703653,1.0
0.0,1.0,0.0,0.0,0.0,1996.1978882613785,0.0
0.0,0.0,0.0,0.0,0.0,1974.0,0.0
-0.5052943687943646,0.0,0.0,0.0,1.0,1974.492103445235,0.0
-0.45644243180497873,1.0,0.0,0.0,0.0,1977.5047847498777,0.0
1.0,0.0,0.0,0.0,0.0,1963.0182501397533,0.0
0.0,0.0,0.0,0.0,0.0,1988.1743980594413,1.0
0.0,0.0,0.0,0.0,0.0,1963.9162136518626,0.0
0.0,0.0,0.0,0.0,0.0,1980.5434098927446,0.0
0.0,0.0,0.0,0.0,1.0,1981.4569692418404,0.0
0.015035374347847949,1.0,0.0,0.0,1.0,1967.9591160055463,1.0
0.9293811597895297,1.0,0.0,0.0,1.0,1979.207991820408,0.0
0.0,0.0,0.0,0.0,1.0,1977.6763678223451,0.0
0.022757296231463373,0.0,0.0,0.0,0.0,1966.961570134332,0.0
-0.024238030625081605,0.0,0.0,0.0,0.0,1973.0,1.0
0.0,1.0,0.0,0.0,1.0,1982.7653693442974,0.0
-0.03372787426592681,1.0,0.0,0.0,0.0,1968.9423566036537,0.0
0.0,0.0,0.0,0.0,0.0,1979.169203785227,0.0
-0.6442683292630038,1.0,0.0,0.0,1.0,1971.821239378001,0.0
0.5503097907307533,0.0,0.0,0.0,1.0,1976.3827369283233,0.0
1.200967696108212,0.0,0.0,0.0,0.0,1965.2241952413488,1.0
0.0,0.0,0.0,0.0,0.0,1965.54149562214,0.0
0.0,0.0,0.0,0.0,0.0,1973.9703078619264,0.0
0.0,0.0,0.0,0.0,0.0,1991.6728340200677,0.0
1.0,0.0,0.0,0.0,0.0,1975.6662984684733,0.0
-0.4296781092576615,1.0,1.0,0.0,0.0,1962.3191842762615,1.0
0.0,1.0,0.0,0.0,1.0,1971.4016227516756,0.0
0.0,1.0,0.0,0.0,1.0,1974.568616246599,0.0
0.016183310175900203,0.0,0.0,0.0,0.0,1981.0,0.0
0.0,1.0,1.0,0.0,0.0,1978.844799209972,0.0
0.0,1.0,0.0,0.0,0.0,1972.706366553845,0.0
0.0,1.0,0.0,0.0,0.0,1978.9481688499811,1.0
0.0,1.0,0.0,0.0,1.0,1979.455911422254,0.0
0.0,0.0,0.0,0.0,0.0,1961.7552289970517,0.0
-1.940241921218204,0.0,0.0,0.0,0.0,1961.5778221886958,1.0
0.0,0.0,0.0,0.0,0.0,1957.0,0.0
0.0,1.0,0.0,0.0,0.0,1968.2178369559965,0.0
-0.1167633552514454,1.0,0.0,0.0,0.0,1965.7211167718451,1.0
0.2590986989689378,1.0,1.0,0.0,0.0,1989.5336269566285,1.0
1.1043895330062774,1.0,0.0,0.0,1.0,1979.257671839744,0.0
0.2437643354267381,0.0,0.0,0.0,0.0,1976.0676910986892,0.0
0.5249794503404668,1.0,0.0,0.0,1.0,1955.2726667215381,0.0
0.48593772727261525,0.0,0.0,0.0,0.0,1958.9524199731186,0.0
0.0,0.0,0.0,0.0,0.0,1969.2583702080774,0.0
0.0,0.0,0.0,0.0,0.0,1973.4500236602978,0.0
0.0,0.0,0.0,0.0,0.0,1969.437407919576,1.0
0.0,0.0,0.0,0.0,0.0,1966.078731668604,0.0
0.5313152702604225,1.0,0.0,0.0,0.0,1982.4373637324366,0.0
0.0,1.0,0.0,0.0,0.0,1955.7841974534338,0.0
0.027217476176710942,0.0,0.0,1.0,0.0,1977.0,1.0
-0.008069969710467237,0.0,0.0,0.0,0.0,1965.0189833353668,0.0
-0.5926976136283882,0.0,0.0,0.0,1.0,1972.3876854138446,1.0
0.0,0.0,0.0,0.0,1.0,1981.3202460108405,0.0
0.0,0.0,0.0,0.0,0.0,1977.6163195430795,0.0
0.15370591078335794,1.0,0.0,0.0,0.0,1979.7388522728124,0.0
0.0,0.0,0.0,0.0,0.0,1960.740572320484,0.0
0.0,1.0,0.0,0.0,1.0,1963.7228125356608,0.0
0.0,1.0,0.0,0.0,1.0,1953.049680472404,1.0
0.0,1.0,0.0,0.0,0.0,1984.4635850289135,0.0
0.0,0.0,0.0,0.0,1.0,1962.2083487411433,0.0
0.0,1.0,0.0,0.0,1.0,1977.6054356140246,0.0
0.0,0.0,0.0,0.0,0.0,1986.335900183283,0.0
0.0,0.0,0.0,0.0,0.0,1956.0,0.0
0.0,1.0,0.0,0.0,0.0,1967.7777860891185,0.0
0.0,0.0,0.0,0.0,0.0,1983.4501146784937,1.0
0.0,0.0,0.0,0.0,0.0,1985.0,0.0
-0.7160808231001788,0.0,0.0,0.0,0.0,1986.5104738776904,0.0
0.0,0.0,0.0,0.0,1.0,1968.0,1.0
-0.22880164031025507,0.0,0.0,0.0,0.0,1956.763095561455,0.0
0.0,1.0,0.0,0.0,1.0,1959.5524760957287,0.0
-0.2694045631796505,1.0,0.0,0.0,1.0,1979.3986246389977,1.0
0.0,0.0,0.0,0.0,0.0,1977.8649052991027,0.0
0.7746878709133931,0.0,0.0,0.0,0.0,1981.922109358215,0.0
-0.7766401491338791,0.0,0.0,0.0,0.0,1985.0,0.0
0.0,0.0,0.0,0.0,0.0,1960.3040792695601,1.0
0.27963030571235453,0.0,0.0,0.0,0.0,1967.745618082611,0.0
0.5634666621362513,1.0,0.0,0.0,1.0,1985.267041005123,0.0
6.0,0.0,0.0,0.0,0.0,1982.0,1.0
0.0,1.0,0.0,0.0,0.0,1969.1590788606713,0.0
0.0,1.0,0.0,0.0,0.0,1967.5994348383886,1.0
-0.388719572989107,0.0,0.0,0.0,0.0,1967.6941160707115,0.0
0.0,1.0,0.0,0.0,0.0,1970.9092894947846,0.0
0.0,1.0,0.0,0.0,0.0,1970.037778312654,0.0
0.0,1.0,0.0,0.0,0.0,1968.6245108081444,0.0
0.0,0.0,0.0,0.0,0.0,1975.7392127487408,1.0
0.0,0.0,0.0,0.0,0.0,1966.8642611912474,0.0
0.0,0.0,0.0,0.0,1.0,1974.0602649568486,0.0
-0.31721597625219294,1.0,0.0,0.0,0.0,1970.267908888494,0.0
-0.04803378454168983,0.0,0.0,0.0,0.0,1970.3572016954352,0.0
0.4056654147038854,0.0,0.0,0.0,1.0,1979.783578166452,0.0
0.35630040896693077,0.0,0.0,0.0,0.0,1998.3002614619995,0.0
0.0,1.0,0.0,0.0,0.0,1985.5298466054462,0.0
0.0,0.0,0.0,0.0,0.0,1975.196738488731,0.0
0.0,1.0,1.0,1.0,0.0,1985.4003623720089,0.0
0.13623357551215612,0.0,0.0,0.0,0.0,1970.3753441700342,0.0
0.0,0.0,0.0,0.0,0.0,1970.4856411449323,0.0
0.10535088198137257,1.0,0.0,0.0,0.0,1981.6642665416534,0.0
-0.19910570889745566,0.0,0.0,0.0,0.0,1976.4489487005076,0.0
0.0,1.0,0.0,0.0,0.0,1985.4626477337613,0.0
0.0,0.0,0.0,0.0,1.0,1980.5911243565772,0.0
0.0,0.0,0.0,0.0,0.0,1977.9521036475123,0.0
0.0,0.0,0.0,0.0,0.0,1994.4053801148018,1.0
0.0,1.0,0.0,0.0,0.0,1958.8726170776422,0.0
0.0,0.0,0.0,0.0,1.0,1961.9432845925712,0.0
0.0,0.0,0.0,0.0,0.0,1980.6310375526336,1.0
0.0696441412553178,0.0,0.0,0.0,0.0,1984.0456127280595,0.0
0.0,1.0,0.0,0.0,1.0,1972.0525988222512,0.0
0.0,1.0,1.0,1.0,0.0,1978.2054377608583,0.0
0.16432874357217583,1.0,0.0,0.0,1.0,1964.1062279554942,1.0
0.12243368421427533,1.0,0.0,1.0,1.0,1976.3123910878837,0.0
0.0,1.0,0.0,0.0,1.0,1964.0928932498734,1.0
0.0,0.0,0.0,0.0,0.0,1970.1023740754842,1.0
0.0,1.0,0.0,0.0,1.0,1978.9834340520376,0.0
0.0,0.0,0.0,0.0,0.0,1987.0,1.0
0.0,0.0,0.0,0.0,0.0,1967.8551631097673,0.0
0.0,1.0,0.0,0.0,0.0,1969.0901478892217,0.0
0.0,1.0,1.0,0.0,1.0,1983.8852585254501,0.0
0.0,1.0,0.0,0.0,1.0,1960.095460089509,0.0
0.0,1.0,0.0,0.0,0.0,1963.363786244742,0.0
0.0,0.0,0.0,0.0,0.0,1985.3406011026748,0.0
0.0,1.0,1.0,0.0,0.0,1966.6301525079386,0.0
0.0,1.0,1.0,0.0,0.0,1990.2903559214349,0.0
0.0,1.0,0.0,0.0,1.0,1962.4774414180151,0.0
0.0,0.0,0.0,0.0,0.0,1977.148884469788,0.0
0.0,1.0,0.0,0.0,0.0,1968.0,0.0
0.0,1.0,0.0,0.0,1.0,1969.5644878870428,0.0
0.0,1.0,0.0,0.0,0.0,1962.0747928705678,0.0
0.08652745554891096,1.0,0.0,0.0,0.0,1987.0645492234814,0.0
0.0,0.0,0.0,0.0,0.0,1972.9769217440066,1.0
0.0,0.0,0.0,0.0,1.0,1970.8759005597096,0.0
0.0,0.0,0.0,0.0,0.0,1967.986957318192,0.0
0.0,1.0,0.0,0.0,0.0,1946.9220109352934,0.0
0.0,1.0,0.0,0.0,0.0,1976.2990587265529,0.0
0.0,1.0,1.0,0.0,0.0,1963.9710473123162,0.0
-0.037940300972381644,0.0,0.0,0.0,1.0,1969.985736844741,0.0
0.0,0.0,0.0,0.0,0.0,1968.7526193859567,1.0
0.6635769509587321,1.0,0.0,1.0,0.0,1992.6020655361915,0.0
-0.5240527675738078,1.0,0.0,0.0,0.0,1954.4267796048673,0.0
-0.7859998773989648,1.0,1.0,0.0,0.0,1961.1307323463152,0.0
0.0,0.0,0.0,0.0,0.0,1990.2175464381407,0.0
-0.2893852466960616,0.0,0.0,0.0,0.0,1969.644140420943,0.0
-0.07903756685304972,0.0,0.0,0.0,1.0,1970.4762221046085,0.0
-0.3162473479773833,1.0,0.0,0.0,1.0,1975.3389467711963,0.0
1.5937160695953019,0.0,0.0,0.0,1.0,1960.7060882502274,1.0
0.0,1.0,1.0,0.0,0.0,1983.8087691641888,0.0
0.25476932142190445,1.0,0.0,0.0,1.0,1962.0900343616202,0.0
0.0,0.0,0.0,0.0,0.0,1955.9636207801523,0.0
0.0,0.0,0.0,0.0,0.0,1980.5676357941582,1.0
-1.5157360990153639,1.0,1.0,0.0,0.0,1962.646024049888,0.0
0.0,0.0,0.0,0.0,0.0,1981.0,0.0
1.2724557400529692,1.0,0.0,0.0,1.0,1970.550442084434,0.0
0.24576924283841947,0.0,0.0,0.0,0.0,1960.1284907954073,0.0
0.9262211192480277,1.0,0.0,0.0,1.0,1968.4570668769031,1.0
-0.12264238009107357,1.0,0.0,0.0,0.0,1967.6242390395878,1.0
0.24373548782077195,1.0,0.0,0.0,1.0,1990.9289149788765,1.0
0.0,1.0,0.0,0.0,0.0,1977.3948921166445,0.0
0.0,0.0,0.0,0.0,1.0,1959.650869618528,0.0
0.0,1.0,0.0,0.0,1.0,1982.266168037616,0.0
0.06068800266486111,0.0,0.0,0.0,0.0,1984.9759552227595,0.0
2.0,1.0,0.0,0.0,1.0,1973.6411341890564,0.0
0.0,0.0,0.0,0.0,0.0,1989.4884895004438,0.0
0.0,0.0,0.0,0.0,0.0,1968.6396293066755,0.0
0.0,0.0,0.0,0.0,1.0,1986.8701978542404,0.0
0.0,0.0,0.0,0.0,1.0,1959.6137257417151,0.0
0.0,0.0,0.0,0.0,1.0,1974.6502541127493,1.0
-0.8566060101015334,0.0,0.0,0.0,0.0,1972.8315206336295,1.0
0.04338674309420072,0.0,0.0,0.0,0.0,1957.8322934037265,0.0
-0.27799292615516935,1.0,1.0,0.0,0.0,1966.401540848774,1.0
0.5222081553965431,0.0,0.0,0.0,0.0,1953.5879147900175,1.0
-0.7890794569437789,0.0,0.0,0.0,0.0,1968.3380773175193,0.0
0.0,0.0,0.0,0.0,0.0,1964.0842324088662,0.0
0.0,1.0,0.0,0.0,0.0,1973.7173996078993,0.0
0.0,0.0,0.0,0.0,0.0,1966.773987354311,0.0
0.0,0.0,0.0,1.0,0.0,1968.9404576896377,0.0
0.02247328641185288,1.0,1.0,0.0,1.0,1972.473578271774,0.0
-0.5555752538563825,0.0,0.0,0.0,0.0,1972.0,0.0
0.0,1.0,0.0,0.0,1.0,1965.9309621985467,0.0
-0.15044406489691248,0.0,0.0,0.0,0.0,1978.8349289312503,0.0
0.0,0.0,0.0,0.0,0.0,1975.6166463960858,1.0
-0.10921436664897465,1.0,0.0,0.0,1.0,1963.252825611409,1.0
0.0,0.0,0.0,0.0,0.0,1979.4961382608085,0.0
0.0,0.0,0.0,0.0,0.0,1966.8868213919027,1.0
0.0,0.0,0.0,0.0,0.0,1976.88219599134,1.0
0.0,0.0,0.0,0.0,1.0,1974.961404561319,0.0
0.41735082601488244,0.0,0.0,0.0,0.0,1988.4457487773673,0.0
0.6402947673692788,1.0,0.0,0.0,1.0,1965.8508053071128,0.0
0.0,1.0,0.0,0.0,0.0,1977.684152048335,1.0
0.0,1.0,0.0,0.0,1.0,1979.8444865408994,0.0
0.40903639653364093,1.0,0.0,0.0,1.0,1970.2168707611713,0.0
0.0,0.0,0.0,0.0,0.0,1970.0284504192293,0.0
-0.7930881091255635,1.0,0.0,0.0,1.0,1974.5727423741805,1.0
0.38629629858991316,0.0,0.0,0.0,0.0,1981.7142362333211,1.0
0.0,0.0,0.0,0.0,0.0,1967.4024114691538,0.0
0.0,0.0,0.0,0.0,0.0,1990.9709657594537,0.0
0.0,1.0,0.0,1.0,1.0,1988.1265290689807,0.0
0.0,0.0,0.0,0.0,0.0,1972.5196758834168,1.0
0.0,0.0,0.0,0.0,0.0,1974.727575672973,1.0
-0.5868732095830538,0.0,0.0,0.0,0.0,1967.4831586191092,0.0
0.0,1.0,0.0,0.0,1.0,1984.1840910751232,0.0
0.0,1.0,0.0,0.0,0.0,1976.1161037871768,0.0
0.0,1.0,1.0,0.0,0.0,1963.3941614671987,1.0
0.37377023045068103,0.0,0.0,0.0,1.0,1988.022767775322,1.0
0.0,1.0,1.0,0.0,0.0,1967.7399530084926,0.0
0.11278011338758931,1.0,0.0,0.0,0.0,1991.0726054893325,0.0
0.0,1.0,0.0,0.0,1.0,1976.5755879218698,1.0
-0.3607034662386328,1.0,0.0,0.0,0.0,1972.654934081578,1.0
0.0,1.0,0.0,0.0,1.0,1974.313972072368,1.0
0.0,1.0,0.0,0.0,0.0,1962.4716584899893,1.0
0.0,1.0,0.0,0.0,0.0,1974.4265384586936,0.0
0.0,0.0,0.0,0.0,1.0,1984.212413448911,0.0
0.0,0.0,0.0,0.0,0.0,1962.2500902404154,1.0
3.0,1.0,0.0,0.0,0.0,1983.0,0.0
0.0,1.0,0.0,0.0,0.0,1987.0,0.0
0.0,0.0,0.0,0.0,0.0,1976.0829214997748,0.0
0.0,0.0,0.0,0.0,0.0,1961.7139867625888,1.0
-0.9405520271156647,0.0,0.0,0.0,0.0,1971.8850310558064,0.0
-0.03366586739596378,1.0,0.0,0.0,1.0,1975.9837853347804,0.0
-0.4859802008379178,1.0,1.0,0.0,0.0,1970.2313632244284,0.0
0.0,1.0,0.0,0.0,0.0,1981.6880147570248,0.0
0.0,1.0,0.0,0.0,0.0,1971.7910298755107,0.0
0.6216255834287026,0.0,0.0,0.0,0.0,1976.935042152151,1.0
-0.3792194821420278,0.0,0.0,0.0,1.0,1969.165482453032,0.0
0.0,1.0,0.0,0.0,1.0,1975.1640825141064,0.0
-0.024087925318711678,0.0,0.0,0.0,1.0,1986.0377487111957,0.0
0.0,0.0,0.0,0.0,1.0,1979.410328263777,0.0
0.0,1.0,0.0,0.0,0.0,1977.5568473174399,1.0
0.0,0.0,0.0,0.0,0.0,1973.5142423258108,0.0
0.35762087565178485,0.0,0.0,0.0,0.0,1968.453948045348,0.0
-1.2427358057317281,1.0,0.0,0.0,0.0,1981.3116413708992,1.0
0.0,0.0,0.0,0.0,1.0,1959.6335230227025,1.0
0.3883435515517226,1.0,0.0,0.0,0.0,1979.0,0.0
0.0,1.0,1.0,0.0,0.0,1971.7506524732505,0.0
0.0,1.0,0.0,0.0,0.0,1988.2703603048665,0.0
0.0,1.0,0.0,0.0,1.0,1962.6356550370608,0.0
0.0,0.0,0.0,0.0,0.0,1969.3651064675464,1.0
0.0,0.0,0.0,0.0,0.0,1992.7368791664214,0.0
0.0,0.0,0.0,0.0,0.0,1970.5785378249914,0.0
0.0,1.0,0.0,0.0,0.0,1982.7289617828917,1.0
0.0,1.0,0.0,0.0,0.0,1973.9005090209998,0.0
0.0,0.0,0.0,0.0,1.0,1971.3719686971187,1.0
0.0,0.0,0.0,0.0,0.0,1997.9484888220609,0.0
0.0,1.0,1.0,0.0,0.0,1967.1644272691851,1.0
-0.5221273945106962,0.0,0.0,0.0,1.0,1967.8340215260755,0.0
0.3322441524407807,0.0,0.0,0.0,0.0,1980.85636850424,0.0
0.27376703465520746,1.0,0.0,0.0,0.0,1988.125010922634,0.0
0.15227157388354728,0.0,0.0,0.0,0.0,1970.105354014971,0.0
0.0,0.0,0.0,0.0,1.0,1970.293982423964,0.0
0.0,1.0,0.0,0.0,1.0,1957.8015208891734,1.0
0.0,1.0,0.0,0.0,0.0,1981.5148619794863,0.0
-0.035440550594192655,1.0,0.0,0.0,1.0,1966.6905607892195,0.0
0.45272397853653945,0.0,0.0,0.0,0.0,1972.2041935989641,0.0
0.0,1.0,0.0,0.0,0.0,1992.6859791130987,1.0
0.0,0.0,0.0,0.0,0.0,1972.9821404575096,0.0
0.0,0.0,0.0,0.0,0.0,1977.6414837538643,1.0
0.0,0.0,0.0,0.0,1.0,1970.7676384483343,0.0
1.2981966005850487,1.0,0.0,0.0,1.0,1986.7210000614514,0.0
0.3377795559645771,1.0,0.0,0.0,1.0,1975.9420051941743,0.0
0.0,0.0,0.0,0.0,0.0,2001.9486836788828,0.0
0.0,1.0,1.0,0.0,0.0,1978.0104144456818,1.0
0.0,1.0,0.0,0.0,0.0,1964.4099961346828,0.0
0.0,0.0,0.0,0.0,0.0,1949.1616278884592,0.0
0.1229274120219507,0.0,0.0,0.0,0.0,1994.3312150343747,1.0
0.2838859791838251,1.0,0.0,0.0,0.0,1963.9137253948682,0.0
-0.6767260826285108,0.0,0.0,0.0,0.0,1967.3590058093746,0.0
0.0,1.0,0.0,0.0,0.0,1965.8669678262224,0.0
