no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests
2,0,0,2,1,0.0,0,0.0,2018.0,8,13,1.0,0.0,0,0,94.5,0.0
1,0,1,0,0,0.0,4,0.0,2018.0,5,16,0.0,0.0,0,0,197.0,0.0
2,0,0,1,0,0.0,2,0.0,2018.0,6,11,0.0,0.0,0,0,127.6,0.0
2,0,0,1,0,0.0,0,0.0,2017.0,10,9,0.0,0.0,0,0,0.0,0.0
2,0,2,1,1,0.0,0,0.0,2018.0,3,13,0.0,0.0,0,0,63.75,0.0
1,0,2,2,2,0.0,0,0.0,2017.0,9,18,0.0,0.0,0,0,83.0,0.0
2,0,2,3,1,0.0,0,0.0,2017.0,9,2,1.0,0.0,0,0,97.75,0.0
2,0,1,2,0,0.0,0,0.0,2018.0,12,30,0.0,0.0,0,0,0.0,0.0
1,0,0,2,0,0.0,0,0.0,2017.0,9,4,0.0,0.0,0,0,80.5,0.0
3,0,0,1,0,0.0,0,0.0,2018.0,5,7,0.0,0.0,0,0,159.3,0.0
2,1,2,3,0,0.0,1,66.0,2018.0,9,19,0.0,0.0,0,0,149.4,0.0
2,0,1,2,0,0.0,0,0.0,2018.0,11,4,0.0,0.0,0,0,89.0,0.0
2,0,2,3,0,0.0,0,0.0,2018.0,8,27,0.0,0.0,0,0,90.95,0.0
1,0,2,3,0,0.0,0,0.0,2018.0,6,5,0.0,0.0,0,0,110.0,0.0
2,0,0,2,2,0.0,0,105.0,2018.0,4,12,0.0,0.0,0,0,110.0,0.0
2,0,1,5,0,0.0,0,0.0,2018.0,7,15,0.0,0.0,0,0,76.5,0.0
2,0,1,1,0,0.0,5,0.0,2018.0,7,7,0.0,0.0,0,0,191.0,0.0
2,0,1,3,0,0.0,0,0.0,2018.0,9,29,0.0,0.0,0,0,95.0,0.0
2,0,2,2,0,0.0,0,0.0,2018.0,7,21,0.0,0.0,0,0,93.08,0.0
2,0,0,3,0,0.0,0,0.0,2018.0,4,23,0.0,0.0,0,0,106.2,0.0
2,0,0,5,0,0.0,1,0.0,2018.0,5,18,0.0,0.0,0,0,0.0,0.0
2,0,1,2,0,0.0,0,107.0,2018.0,4,11,1.0,0.0,0,0,102.3,0.0
2,0,2,6,2,0.0,0,0.0,2018.0,5,21,1.0,0.0,0,0,141.0,0.0
2,0,0,1,0,0.0,0,18.0,2018.0,9,23,0.0,0.0,0,0,65.0,0.0
1,0,1,1,0,0.0,0,0.0,2017.0,10,10,0.0,0.0,0,0,70.0,0.0
2,0,1,2,1,0.0,0,0.0,2018.0,7,18,0.0,0.0,0,0,88.5,0.0
2,2,1,0,0,0.0,5,0.0,2018.0,7,11,0.0,0.0,0,0,296.0,0.0
2,1,1,1,2,0.0,0,0.0,2018.0,8,17,0.0,0.0,0,0,164.25,0.0
2,0,1,0,0,0.0,0,0.0,2017.0,8,21,1.0,0.0,0,0,76.5,0.0
1,0,2,0,0,0.0,0,0.0,2018.0,2,28,0.0,0.0,0,0,61.0,0.0
2,0,0,3,0,0.0,0,0.0,2018.0,10,19,0.0,0.0,0,0,200.0,0.0
2,0,1,1,0,0.0,0,0.0,2018.0,1,25,2.0,0.0,0,0,0.0,0.0
2,0,1,2,0,0.0,0,0.0,2018.0,9,3,0.0,0.0,0,0,100.3,0.0
1,0,0,2,0,0.0,0,0.0,2017.0,10,14,0.0,0.0,0,0,90.0,0.0
2,0,1,2,0,0.0,1,0.0,2017.0,4,1,0.0,0.0,0,0,109.8,0.0
2,0,0,3,0,0.0,0,0.0,2018.0,1,14,0.0,0.0,0,0,52.0,0.0
2,0,0,4,0,0.0,1,0.0,2018.0,5,23,1.0,0.0,0,0,132.6,0.0
2,0,2,5,1,0.0,0,0.0,2018.0,11,20,1.0,0.0,0,0,79.2,0.0
2,0,0,3,0,0.0,0,0.0,2018.0,5,5,0.0,0.0,0,0,114.3,0.0
2,0,1,3,0,0.0,0,0.0,2017.0,9,23,0.0,0.0,0,0,224.67,0.0
2,0,1,3,0,0.0,0,49.0,2018.0,10,30,0.0,0.0,0,0,85.5,0.0
2,0,2,2,1,0.0,0,0.0,2018.0,9,8,0.0,0.0,0,0,113.4,0.0
1,0,1,1,1,0.0,0,0.0,2018.0,11,19,0.0,0.0,0,0,0.0,0.0
1,0,2,1,2,0.0,0,0.0,2017.0,8,1,0.0,0.0,0,0,72.5,0.0
2,2,0,2,0,0.0,3,0.0,2018.0,5,26,0.0,0.0,0,0,176.0,0.0
1,0,1,2,0,0.0,0,0.0,2018.0,11,1,0.0,0.0,0,0,110.0,0.0
2,0,0,2,0,0.0,0,0.0,2018.0,12,9,0.0,0.0,0,0,65.0,0.0
2,0,1,5,0,0.0,0,0.0,2017.0,8,5,0.0,0.0,0,0,76.5,0.0
1,0,0,1,0,0.0,0,0.0,2017.0,12,31,2.0,0.0,0,0,65.0,0.0
2,0,1,5,0,0.0,0,0.0,2018.0,10,5,1.0,0.0,0,0,90.0,0.0
2,0,0,4,0,0.0,0,0.0,2018.0,2,3,0.0,0.0,0,0,77.18,0.0
2,0,1,3,0,0.0,1,0.0,2017.0,12,1,0.0,0.0,0,0,86.7,0.0
2,0,2,3,0,0.0,0,0.0,2018.0,7,8,0.0,0.0,0,0,96.05,0.0
2,0,0,3,0,0.0,1,0.0,2017.0,12,8,0.0,0.0,0,0,83.61,0.0
2,0,0,2,0,0.0,0,0.0,2017.0,8,14,0.0,0.0,0,0,108.0,0.0
2,0,2,2,0,0.0,0,0.0,2018.0,10,27,0.0,0.0,0,0,108.9,0.0
2,0,0,1,0,0.0,0,0.0,2018.0,10,6,0.0,0.0,0,0,118.8,0.0
3,0,2,2,0,0.0,1,0.0,2018.0,12,20,0.0,0.0,0,0,140.0,0.0
2,0,0,1,0,0.0,0,0.0,2017.0,12,11,0.0,0.0,0,0,75.0,0.0
2,0,1,1,0,0.0,2,0.0,2018.0,7,27,0.0,0.0,0,0,0.0,0.0
2,1,2,2,0,0.0,0,0.0,2018.0,12,25,1.0,0.0,0,0,130.0,0.0
1,1,0,2,0,0.0,0,0.0,2018.0,7,1,0.0,0.0,0,0,112.5,0.0
2,1,0,1,0,0.0,0,0.0,2017.0,12,31,0.0,0.0,0,0,137.0,0.0
0,2,0,4,0,0.0,2,0.0,2018.0,3,9,0.0,0.0,0,0,9.0,0.0
2,1,1,3,1,0.0,0,32.0,2018.0,8,29,0.0,0.0,0,0,101.03,0.0
2,0,2,0,0,0.0,0,0.0,2018.0,10,16,0.0,0.0,0,0,110.0,0.0
1,0,0,5,0,0.0,1,0.0,2018.0,3,1,0.0,0.0,0,0,55.0,1.0
2,0,0,2,0,0.0,0,0.0,2017.0,11,18,0.0,0.0,0,0,75.0,0.0
2,0,0,2,0,0.0,0,0.0,2017.0,10,16,0.0,0.0,0,0,109.0,0.0
2,1,2,1,0,0.0,0,0.0,2018.0,7,14,0.0,0.0,0,0,112.5,0.0
2,0,2,1,2,0.0,0,0.0,2018.0,1,2,1.0,0.0,0,0,101.0,0.0
2,0,1,4,2,0.0,1,0.0,2018.0,11,21,0.0,0.0,0,0,115.6,0.0
2,0,1,2,0,0.0,0,0.0,2018.0,6,3,0.0,0.0,0,0,132.0,0.0
2,2,0,1,0,1.0,3,1.0,2018.0,12,1,0.0,0.0,0,0,142.0,0.0
1,0,0,4,0,0.0,1,0.0,2018.0,10,25,1.0,0.0,0,0,111.6,0.0
2,1,0,2,0,0.0,0,0.0,2018.0,3,18,0.0,0.0,0,0,143.1,0.0
2,0,2,2,0,0.0,0,0.0,2018.0,9,26,0.0,0.0,0,0,95.0,0.0
1,0,1,4,0,0.0,0,0.0,2018.0,6,26,1.0,0.0,0,0,80.75,0.0
2,0,0,3,0,0.0,0,0.0,2018.0,7,5,0.0,0.0,0,0,105.3,0.0
2,0,2,1,0,0.0,0,0.0,2017.0,12,18,0.0,0.0,0,0,75.0,0.0
2,0,1,3,0,0.0,2,0.0,2017.0,10,19,0.0,0.0,0,0,72.36,0.0
2,0,1,3,0,0.0,0,187.0,2018.0,9,22,0.0,0.0,0,0,119.85,0.0
2,2,0,1,0,0.0,3,0.0,2018.0,9,20,1.0,0.0,0,0,275.0,0.0
2,0,2,2,0,0.0,0,0.0,2018.0,10,15,0.0,0.0,0,0,100.75,0.0
2,0,1,1,0,0.0,0,0.0,2017.0,12,11,0.0,0.0,0,0,60.0,0.0
1,0,1,3,0,0.0,0,0.0,2018.0,10,28,0.0,0.0,0,0,90.95,0.0
2,0,0,3,0,0.0,0,0.0,2018.0,4,21,0.0,0.0,0,0,68.0,1.0
2,0,1,2,1,0.0,0,0.0,2018.0,11,14,0.0,0.0,0,0,79.2,0.0
2,0,0,3,0,0.0,0,32.0,2018.0,3,24,0.0,0.0,0,0,85.0,0.0
2,0,2,5,1,0.0,0,0.0,2018.0,8,13,0.0,0.0,0,0,89.25,0.0
2,0,0,1,0,0.0,1,0.0,2018.0,7,23,1.0,0.0,0,0,166.0,0.0
2,0,1,3,0,0.0,0,0.0,2018.0,6,20,0.0,0.0,0,0,80.75,0.0
3,0,2,1,0,0.0,1,0.0,2018.0,2,20,1.0,0.0,0,0,130.9,0.0
2,0,1,3,0,0.0,0,0.0,2018.0,8,8,0.0,0.0,0,0,109.8,0.0
1,0,0,3,2,0.0,0,0.0,2018.0,5,3,0.0,0.0,0,0,0.0,0.0
2,0,2,1,0,0.0,0,0.0,2018.0,9,11,0.0,0.0,0,0,95.0,0.0
2,0,1,1,0,0.0,0,0.0,2017.0,10,13,0.0,0.0,0,0,65.0,0.0
2,0,2,1,0,0.0,0,0.0,2017.0,12,4,0.0,0.0,0,0,65.0,0.0
1,0,1,2,2,0.0,0,0.0,2018.0,6,6,0.0,0.0,0,0,0.0,0.0
2,0,1,1,0,0.0,0,0.0,2018.0,7,18,0.0,0.0,0,0,85.5,0.0
1,0,3,7,1,0.0,0,0.0,2018.0,5,18,0.0,0.0,0,0,130.9,0.0
2,2,1,5,0,0.0,3,0.0,2018.0,9,21,1.0,0.0,0,0,0.0,0.0
1,0,1,3,2,0.0,0,0.0,2018.0,9,26,0.0,0.0,0,0,96.0,0.0
2,0,1,2,1,0.0,0,0.0,2018.0,7,25,0.0,0.0,0,0,85.5,0.0
2,0,0,1,0,0.0,0,0.0,2017.0,10,16,0.0,0.0,0,0,90.0,0.0
1,0,2,2,0,0.0,0,0.0,2017.0,10,4,0.0,0.0,0,0,73.0,0.0
1,0,1,4,2,0.0,0,0.0,2018.0,5,5,0.0,0.0,0,0,90.0,0.0
2,0,0,2,0,0.0,0,0.0,2017.0,9,18,0.0,0.0,0,0,108.0,0.0
3,0,0,5,0,0.0,0,0.0,2018.0,8,16,1.0,0.0,0,0,110.65,0.0
1,0,2,4,0,0.0,0,0.0,2018.0,6,9,0.0,0.0,0,0,120.0,0.0
2,0,2,1,0,0.0,0,0.0,2018.0,10,28,0.0,0.0,0,0,96.3,0.0
2,0,1,0,1,0.0,0,0.0,2018.0,10,18,0.0,0.0,0,0,108.0,0.0
1,0,2,1,0,0.0,0,100.0,2018.0,7,11,1.0,0.0,0,0,101.18,0.0
2,0,0,4,0,0.0,0,0.0,2018.0,6,30,0.0,0.0,0,0,90.95,0.0
2,0,0,3,0,0.0,0,0.0,2018.0,11,16,0.0,0.0,0,0,84.6,0.0
2,0,0,1,2,0.0,0,0.0,2017.0,9,8,0.0,0.0,0,0,108.0,0.0
2,0,2,5,0,0.0,0,0.0,2018.0,6,10,0.0,0.0,0,0,96.67,0.0
2,0,1,1,1,0.0,0,0.0,2018.0,10,4,1.0,0.0,0,0,0.0,0.0
1,0,0,3,0,0.0,1,0.0,2018.0,3,1,0.0,0.0,0,0,56.0,0.0
2,0,2,4,1,0.0,0,0.0,2018.0,5,21,0.0,0.0,0,0,89.25,0.0
1,0,0,2,0,0.0,0,0.0,2017.0,9,20,0.0,0.0,0,0,90.0,0.0
1,0,2,0,1,0.0,0,0.0,2018.0,12,4,0.0,0.0,0,0,88.0,0.0
3,0,1,1,0,0.0,1,138.0,2018.0,7,8,1.0,0.0,0,0,0.0,0.0
2,0,1,3,0,0.0,1,0.0,2018.0,5,3,1.0,0.0,0,0,132.6,0.0
2,0,0,3,2,0.0,0,0.0,2017.0,10,16,0.0,0.0,0,0,101.5,0.0
2,0,1,2,2,0.0,0,0.0,2018.0,9,30,0.0,0.0,0,0,140.0,0.0
3,0,2,1,0,0.0,1,0.0,2018.0,10,2,1.0,0.0,0,0,151.2,0.0
2,0,2,3,0,0.0,0,0.0,2018.0,10,4,0.0,0.0,0,0,91.0,0.0
2,0,2,0,2,0.0,0,0.0,2017.0,10,9,0.0,0.0,0,0,98.0,0.0
2,1,2,1,0,0.0,0,0.0,2018.0,7,29,1.0,0.0,0,0,112.5,0.0
2,0,0,3,2,0.0,0,74.0,2018.0,9,4,0.0,0.0,0,0,97.92,0.0
1,0,0,3,0,0.0,0,0.0,2017.0,8,12,0.0,0.0,0,0,75.0,0.0
2,0,1,2,2,0.0,0,0.0,2017.0,10,5,0.0,0.0,0,0,112.1,0.0
2,0,0,3,0,0.0,1,0.0,2018.0,9,10,0.0,0.0,0,0,140.4,0.0
3,0,0,2,2,0.0,5,0.0,2018.0,5,19,0.0,0.0,0,0,229.6,0.0
2,2,1,2,0,0.0,3,0.0,2018.0,8,11,1.0,0.0,0,0,240.0,0.0
2,0,2,2,0,0.0,0,0.0,2018.0,3,20,0.0,0.0,0,0,0.0,0.0
2,0,2,2,1,0.0,0,0.0,2018.0,11,12,0.0,0.0,0,0,78.1,0.0
2,0,1,3,2,0.0,0,0.0,2017.0,10,6,0.0,0.0,0,0,112.0,0.0
2,0,0,1,0,0.0,0,0.0,2018.0,8,7,0.0,0.0,0,0,114.3,0.0
2,0,0,3,0,0.0,0,0.0,2018.0,4,27,0.0,0.0,0,0,106.4,0.0
2,0,2,2,1,0.0,0,0.0,2018.0,10,29,0.0,0.0,0,0,80.1,0.0
2,0,1,2,0,0.0,0,0.0,2017.0,11,5,0.0,0.0,0,0,43.5,0.0
2,0,2,1,2,0.0,0,0.0,2018.0,4,18,0.0,0.0,0,0,140.6,0.0
1,0,0,1,0,1.0,0,0.0,2018.0,4,12,0.0,0.0,0,0,99.9,0.0
2,2,0,1,0,0.0,3,0.0,2018.0,8,18,0.0,0.0,0,0,207.9,0.0
2,0,0,2,0,0.0,0,0.0,2018.0,7,5,1.0,0.0,0,0,105.3,0.0
2,0,2,3,0,0.0,2,0.0,2018.0,9,8,0.0,0.0,0,0,100.3,0.0
2,0,2,2,0,0.0,1,0.0,2018.0,10,30,0.0,0.0,0,0,104.4,0.0
2,0,2,3,0,0.0,1,0.0,2017.0,8,13,0.0,0.0,0,0,0.0,0.0
1,0,0,1,0,0.0,0,0.0,2018.0,10,11,0.0,0.0,0,0,98.1,0.0
2,1,2,1,2,0.0,0,0.0,2018.0,12,10,0.0,0.0,0,0,146.1,0.0
1,0,0,1,0,0.0,0,0.0,2018.0,6,29,0.0,1.0,0,11,65.0,0.0
1,0,0,2,0,0.0,0,192.0,2018.0,6,13,0.0,0.0,0,0,95.0,0.0
2,0,2,2,0,0.0,1,0.0,2018.0,11,25,1.0,0.0,0,0,74.61,2.0
3,0,2,3,0,0.0,1,0.0,2018.0,9,25,0.0,0.0,0,0,162.4,0.0
2,0,0,3,0,0.0,0,0.0,2017.0,9,25,0.0,0.0,0,0,94.5,0.0
1,0,0,3,0,0.0,1,0.0,2018.0,3,17,0.0,0.0,0,0,75.0,0.0
2,0,2,2,0,0.0,0,0.0,2017.0,7,13,1.0,0.0,0,0,76.5,0.0
2,1,2,4,0,0.0,0,0.0,2018.0,11,11,0.0,0.0,0,0,124.67,0.0
2,0,0,2,0,0.0,1,0.0,2018.0,5,27,0.0,0.0,0,0,194.0,0.0
2,0,1,3,0,0.0,0,0.0,2017.0,10,24,0.0,0.0,0,0,80.75,0.0
1,0,1,3,0,0.0,0,0.0,2018.0,2,24,0.0,0.0,0,0,60.0,0.0
1,0,0,1,0,0.0,0,0.0,2018.0,11,16,1.0,0.0,0,0,0.0,0.0
2,0,1,3,0,0.0,0,0.0,2018.0,5,20,0.0,0.0,0,0,99.96,0.0
2,0,2,5,0,0.0,0,0.0,2017.0,7,5,0.0,0.0,0,0,0.0,0.0
1,0,0,2,0,0.0,0,0.0,2017.0,11,16,0.0,0.0,0,0,73.0,0.0
2,0,2,5,0,0.0,0,0.0,2018.0,11,4,1.0,0.0,0,0,90.1,0.0
1,0,1,2,0,0.0,0,0.0,2017.0,8,19,0.0,0.0,0,0,99.3,0.0
2,0,2,2,2,0.0,0,0.0,2018.0,9,26,1.0,0.0,0,0,0.0,0.0
2,0,2,1,0,0.0,0,0.0,2018.0,2,27,0.0,0.0,0,0,76.0,0.0
2,0,1,3,0,0.0,1,189.0,2018.0,8,12,1.0,0.0,0,0,99.45,0.0
2,0,2,1,0,0.0,0,0.0,2018.0,10,16,0.0,0.0,0,0,118.8,0.0
1,0,0,2,0,0.0,0,0.0,2018.0,7,7,2.0,0.0,0,0,79.0,0.0
2,1,0,2,0,0.0,0,0.0,2018.0,7,1,0.0,0.0,0,0,112.5,0.0
1,0,1,2,0,0.0,0,0.0,2018.0,9,19,0.0,0.0,0,0,100.0,0.0
2,1,0,1,0,0.0,3,0.0,2018.0,9,3,0.0,0.0,0,0,167.45,0.0
2,0,0,2,0,0.0,1,0.0,2018.0,10,14,0.0,0.0,0,0,104.4,1.0
2,0,1,1,0,0.0,0,0.0,2018.0,7,1,1.0,0.0,0,0,96.3,0.0
2,0,0,3,0,0.0,0,0.0,2018.0,11,1,0.0,0.0,0,0,75.0,0.0
2,0,1,1,0,0.0,0,0.0,2018.0,5,30,0.0,0.0,0,0,80.75,0.0
2,1,0,1,0,0.0,0,0.0,2018.0,7,28,0.0,0.0,0,0,169.0,0.0
3,0,2,2,0,0.0,1,0.0,2018.0,6,17,0.0,0.0,0,0,126.9,1.0
2,0,1,3,1,0.0,0,0.0,2018.0,10,27,1.0,0.0,0,0,80.75,0.0
3,0,1,1,0,0.0,1,0.0,2018.0,5,2,1.0,0.0,0,0,159.3,0.0
