no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests
2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2018.0,12.0,26.0,0.5721896446339366,0.0,0.0,0.0,149.0,0.38329271452356584
2.0,0.0,2.0,5.0,0.0,0.0,0.0,41.85915477789718,2017.9993648323716,8.0,13.0,1.0,0.0,0.0,0.0,76.5,0.45148573806104975
2.0,1.0,0.0,1.0,0.0,0.0,0.0,63.68822442755186,2018.0,3.0,24.0,1.0,0.0,0.0,0.0,159.0,0.023121009703918505
2.0,0.0,0.0,4.0,0.0,0.0,0.0,38.132973634032396,2017.0,11.0,1.0,0.0,0.0,0.0,0.0,88.8,0.5200842947063167
2.0,0.0,1.0,1.0,0.0,0.0,0.0,113.98213531215586,2018.0,8.0,19.0,0.43773185242751467,0.0,0.0,0.0,72.0,-0.5285533319480347
2.0,0.0,0.0,0.0,0.0,0.0,5.0,188.17846630325766,2018.0,5.0,21.0,1.5184967045964115,0.0,0.0,0.0,0.0,-0.1049186738798974
1.0,0.0,0.0,1.0,0.0,0.0,0.0,158.01585044068125,2018.0,2.0,19.0,2.0,1.0,0.0,1.0,66.0,0.5857739188616673
2.0,0.0,0.0,4.0,0.0,1.0,1.0,-17.325448257457154,2018.0,4.0,26.0,0.5609616635325051,0.0,0.0,0.0,94.78,0.21024178674895222
2.0,0.0,2.0,3.0,1.0,0.0,0.0,46.67081497757513,2018.0,10.0,20.0,0.0,0.0,0.0,0.0,84.15,-0.8158520559452018
2.0,0.0,1.0,1.0,0.0,0.0,0.0,96.83949300023903,2018.0,8.0,8.0,1.0,0.0,0.0,0.0,114.3,0.35690839223183324
2.0,0.0,2.0,2.0,0.0,0.0,1.0,81.82754020464861,2018.0,8.0,19.0,0.4877082487016048,0.0,0.0,0.0,122.4,0.1275470378728417
1.0,0.0,0.0,3.0,0.0,0.0,0.0,-49.18554704536264,2018.0,9.0,6.0,0.0,0.0,0.0,0.0,112.0,-0.41361474585302804
2.0,0.0,0.0,1.0,1.0,0.13583633279196045,0.0,22.9012301667253,2018.0,7.0,18.0,0.7821629709368252,0.0,0.0,0.0,89.25,0.13914667477042378
2.0,0.0,2.0,3.0,0.0,0.0,0.0,67.0,2018.2341203557814,4.0,1.0,0.859734847442527,0.0,0.0,0.0,80.0,0.35166141348867863
2.0,0.0,1.0,2.0,0.0,0.0,0.0,136.80839390433664,2018.0,8.0,1.0,0.0,0.0,0.0,0.0,72.25,0.13265058152761694
2.0,0.0,0.0,2.0,0.0,1.0,2.0,132.2082558180121,2017.0,12.0,16.0,1.0,0.0,0.0,0.0,91.5,0.20395442847130504
2.0,0.0,0.0,2.0,1.0,0.0,0.0,82.74591919238154,2018.0,8.0,13.0,1.0,0.0,0.0,0.0,94.5,0.7237148071084736
1.0,0.0,1.0,0.0,0.0,0.0,4.0,81.71511062969851,2018.0,5.0,16.0,1.6673317664895366,0.0,0.0,0.0,197.0,-0.37399289804953256
2.0,0.0,0.0,1.0,0.0,0.0,2.0,13.696860394720701,2018.0,6.0,11.0,0.8432182503091905,0.0,0.0,0.0,127.6,0.5347034905325891
2.0,0.0,0.0,1.0,0.0,0.0,0.0,203.96439066049618,2017.0,10.0,9.0,-0.09635251335933637,0.0,0.0,0.0,80.53374713575252,0.1592362942999501
2.0,0.0,2.0,1.0,1.0,0.0,0.0,39.36655883012021,2018.0,3.0,13.0,-0.11793695904653934,0.0,0.0,0.0,63.75,0.0
1.0,0.0,2.0,2.0,2.0,0.0,0.0,78.71265525200737,2017.0,9.0,18.0,0.0,0.0,0.0,0.0,83.0,0.6050508068796816
2.0,0.0,2.0,3.0,1.0,-0.09539759433663061,0.0,-58.597149714289316,2018.4040812908654,9.0,2.0,1.0,0.0,0.0,0.0,97.75,1.9620388439137193
2.0,0.0,1.0,2.0,0.0,0.0,0.0,60.90934611487222,2018.0,12.0,30.0,0.42251816389761515,0.0,0.0,0.0,25.170859876272516,0.10330757359772325
1.0,0.0,0.0,2.0,0.0,0.0,0.0,148.20764124719113,2017.0,9.0,4.0,0.0,0.0,0.0,0.0,80.5,-0.1542691278517797
3.0,0.0,0.0,1.0,0.0,0.0,0.0,61.12213809445099,2018.0,5.0,7.0,-0.5045131757018986,0.0,0.0,0.0,159.3,1.6403618692339637
2.0,1.0,2.0,3.0,0.0,0.0,1.0,66.0,2018.0,9.0,19.0,-0.36044796768836584,0.0,0.0,0.0,149.4,-0.008608735360630004
2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.2321176224195085,2018.0,11.0,4.0,1.4002321089032197,0.0,0.0,0.0,89.0,-0.5889578299733067
2.0,0.0,2.0,3.0,0.0,0.0,0.0,-27.857365842077556,2018.0,8.0,27.0,1.8450861294534397,0.0,0.0,0.0,90.95,0.34789980493538586
1.0,0.0,2.0,3.0,0.0,0.0,0.0,142.32264021817383,2018.0,6.0,5.0,0.9242743962916471,0.0,0.0,0.0,110.0,0.44515720358045346
2.0,0.0,0.0,2.0,2.0,0.0,0.0,105.0,2018.0,4.0,12.0,0.9135340728306894,0.0,0.0,0.0,110.0,-0.4367190534593119
2.0,0.0,1.0,5.0,0.0,0.0,0.0,101.8101136492347,2018.0,7.0,15.0,0.5262522607753064,0.0,0.0,0.0,76.5,0.10044532896432773
2.0,0.0,1.0,1.0,0.0,0.0,5.0,-23.34907365048258,2018.0,7.0,7.0,0.284866461942105,0.0,0.0,0.0,191.0,0.02359034945654573
2.0,0.0,1.0,3.0,0.0,0.0,0.0,40.89130807903501,2018.0,9.0,29.0,-0.46674214677020787,0.0,0.0,0.0,95.0,-0.523602696275854
2.0,0.0,2.0,2.0,0.0,0.0,0.0,3.737198919843891,2018.0,7.0,21.0,0.7644217640575305,0.06287145912480935,0.0,0.0,93.08,0.6922775261308354
2.0,0.0,0.0,3.0,0.0,0.0,0.0,103.02903213996628,2018.0,4.0,23.0,0.22697615469650123,0.0,0.0,0.0,106.2,1.1237020700914624
2.0,0.0,0.0,5.0,0.0,0.0,1.0,29.915926029221268,2018.0,5.0,18.0,-0.02244934760599271,0.0,0.0,0.0,24.929164916940962,-0.27551651282822937
2.0,0.0,1.0,2.0,0.0,0.0,0.0,107.0,2018.0,4.0,11.0,1.0,0.0,0.0,0.0,102.3,0.5280722984597325
2.0,0.0,2.0,6.0,2.0,0.0,0.0,84.18653223935507,2018.0,5.0,21.0,1.0,0.0,0.0,0.0,141.0,0.1687926310192289
2.0,0.0,0.0,1.0,0.0,0.0,0.0,18.0,2018.0,9.0,23.0,0.16779345055845885,0.0,0.0,0.0,65.0,-0.06322490932443142
1.0,0.0,1.0,1.0,0.0,0.0,0.0,116.12158571002401,2017.0,10.0,10.0,1.5401961793242545,0.0,0.0,0.0,70.0,0.433198595064222
2.0,0.0,1.0,2.0,1.0,0.0,0.0,82.99577129455889,2018.0,7.0,18.0,0.9511429311702625,0.0,0.0,0.0,88.5,0.6071036965247864
2.0,2.0,1.0,0.0,0.0,0.0,5.0,-3.426218673586476,2018.0,7.0,11.0,0.10826899766826414,-0.0016052088649568808,0.0,0.0,296.0,0.13302376781314293
2.0,1.0,1.0,1.0,2.0,0.0,0.0,105.26827969303675,2018.0,8.0,17.0,0.6513433843567181,0.0,0.0,0.0,164.25,-0.5720517322048579
2.0,0.0,1.0,0.0,0.0,0.0,0.0,35.61675599989385,2017.0,8.0,21.0,1.0,0.0,0.0,0.0,76.5,-0.041188816333634415
1.0,0.0,2.0,0.0,0.0,0.0,0.0,116.51785226105679,2018.0,2.0,28.0,0.635416928297488,0.0,0.0,0.0,61.0,-0.005337444021049853
2.0,0.0,0.0,3.0,0.0,0.0,0.0,30.97652170940686,2018.0,10.0,19.0,0.1505065479926322,0.0,0.0,0.0,200.0,0.9809830692881574
2.0,0.0,1.0,1.0,0.0,0.0,0.0,9.464308381022235,2018.0,1.0,25.0,2.0,0.0,0.0,0.0,121.35731328795241,-0.4257463486198133
2.0,0.0,1.0,2.0,0.0,0.0,0.0,45.34287164940372,2018.0,9.0,3.0,-0.2366446675863897,0.0,0.0,0.0,100.3,0.9270592561526074
1.0,0.0,0.0,2.0,0.0,0.0,0.0,64.44244736185262,2017.0,10.0,14.0,0.43053200808753234,0.0,0.0,0.0,90.0,0.3540279578858841
2.0,0.0,1.0,2.0,0.0,0.0,1.0,118.89376068886014,2018.270604590177,4.0,1.0,0.6659476288125731,0.0,0.0,0.0,109.8,-0.07338193884725996
2.0,0.0,0.0,3.0,0.0,0.0,0.0,2.5307416839341244,2018.0,1.0,14.0,-0.2504594801367168,0.0,0.0,0.0,52.0,-0.48809187616081084
2.0,0.0,0.0,4.0,0.0,0.0,1.0,181.67105955493125,2018.0,5.0,23.0,1.0,0.0,0.0,0.0,132.6,0.6821131330644747
2.0,0.0,2.0,5.0,1.0,0.0,0.0,65.51174343546225,2018.0,11.0,20.0,1.0,0.0,0.0,0.0,79.2,0.5609685702371632
2.0,0.0,0.0,3.0,0.0,0.0,0.0,149.85496279534988,2018.0,5.0,5.0,0.6074144795886907,0.0,0.0,0.0,114.3,0.06350276437553584
2.0,0.0,1.0,3.0,0.0,0.0,0.0,58.81472594153652,2017.0,9.0,23.0,0.6592083141757266,0.0,0.0,0.0,224.67,-1.6028738928750488
2.0,0.0,1.0,3.0,0.0,0.0,0.0,49.0,2018.0,10.0,30.0,-0.07756267382229909,0.0,0.0,0.0,85.5,0.1231068145985096
2.0,0.0,2.0,2.0,1.0,0.0,0.0,66.6310641346341,2018.0,9.0,8.0,1.472896026219538,0.0,0.0,0.0,113.4,0.5525683894015853
1.0,0.0,1.0,1.0,1.0,0.0,0.0,37.20868527560185,2018.0,11.0,19.0,0.6161624268086293,0.0,0.0,0.0,132.3391423404044,0.12969774580478405
1.0,0.0,2.0,1.0,2.0,0.0,0.0,52.093167747621315,2017.0,8.0,1.0,0.9314437826549351,0.0,0.0,0.0,72.5,-0.012201609179091744
2.0,2.0,0.0,2.0,0.0,0.0,3.0,-9.57955682943232,2018.0,5.0,26.0,0.08768867777605416,0.0,0.0,0.0,176.0,0.08820646921185546
1.0,0.0,1.0,2.0,0.0,0.0,0.0,117.6998096957887,2018.0,11.0,1.0,-0.579710236215764,0.0,0.0,0.0,110.0,0.6116780128903245
2.0,0.0,0.0,2.0,0.0,0.0,0.0,99.56846471254028,2018.0,12.0,9.0,0.0,0.0,0.0,0.0,65.0,0.6789404145527658
2.0,0.0,1.0,5.0,0.0,0.0,0.0,-37.44092357089157,2017.0,8.0,5.0,-0.6987693540183942,0.0,0.0,0.0,76.5,0.29733841998359
1.0,0.0,0.0,1.0,0.0,0.0,0.0,13.531190588506476,2017.0,12.0,31.0,2.0,0.0,0.0,0.0,65.0,0.46740823982892976
2.0,0.0,1.0,5.0,0.0,0.0,0.0,66.11421682968583,2018.0,10.0,5.0,1.0,0.0,0.0,0.0,90.0,0.29393661019832695
2.0,0.0,0.0,4.0,0.0,0.0,0.0,91.08235517734224,2018.0,2.0,3.0,0.030739637531673858,0.0,0.0,0.0,77.18,0.4567190511522553
2.0,0.0,1.0,3.0,0.0,0.0,1.0,45.637570686051674,2017.4330227280554,12.0,1.0,0.0,0.0,0.0,0.0,86.7,-0.7707555820901758
2.0,0.0,2.0,3.0,0.0,0.0,0.0,61.131028769136535,2018.0,7.0,8.0,0.22410405885819062,0.0,0.0,0.0,96.05,0.44374924853442915
2.0,0.0,0.0,3.0,0.0,-0.16728226650075653,1.0,108.60579262036872,2018.1420509310815,12.0,8.0,0.4612562055694801,0.0,0.0,0.0,83.61,0.6594405099381073
2.0,0.0,0.0,2.0,0.0,0.0,0.0,-19.16887974657898,2017.0,8.0,14.0,0.0,0.0,0.0,0.0,108.0,-0.05386389539746997
2.0,0.0,2.0,2.0,0.0,0.0,0.0,113.26623212158151,2018.0,10.0,27.0,0.293098009551886,0.0,0.0,0.0,108.9,0.19257536480166176
2.0,0.0,0.0,1.0,0.0,-0.18041554788220013,0.0,74.59169334728907,2018.0,10.0,6.0,0.6174592132608369,0.0,0.0,0.0,118.8,-1.3509478856007566
3.0,0.0,2.0,2.0,0.0,0.0,1.0,117.43167348633153,2018.0,12.0,20.0,0.28778331704071014,0.0,0.0,0.0,140.0,0.43741471650877317
2.0,0.0,0.0,1.0,0.0,0.0,0.0,114.24201880212428,2018.0898241162358,12.0,11.0,0.33119468782281936,0.0,0.0,0.0,75.0,-0.42356374958648335
2.0,0.0,1.0,1.0,0.0,0.09140214077350384,2.0,4.043370961417466,2018.0,7.0,27.0,1.1174392752308835,0.0,0.0,0.0,71.39660976828041,-0.19740711663378424
2.0,1.0,2.0,2.0,0.0,0.0,0.0,44.82606321640808,2018.0,12.0,25.0,1.0,0.0,0.0,0.0,130.0,-0.3664376816365843
1.0,1.0,0.0,2.0,0.0,0.0,0.0,-19.097554770851502,2018.0,7.0,1.0,1.5490186888308153,0.0,0.0,0.0,112.5,0.04098330016283841
2.0,1.0,0.0,1.0,0.0,0.0,0.0,27.785810931500336,2017.0,12.0,31.0,-0.5430736321618729,0.0,0.0,0.0,137.0,-0.2772502197259969
0.0,2.0,0.0,4.0,0.0,0.0,2.0,59.82270861168192,2018.0,3.0,9.0,0.8026196365370081,0.0,0.0,0.0,9.0,0.711238784526147
2.0,1.0,1.0,3.0,1.0,0.0,0.0,32.0,2018.0,8.0,29.0,0.44095517049213795,0.0,0.0,0.0,101.03,0.23086462721401405
2.0,0.0,2.0,0.0,0.0,0.0,0.0,78.32678193641979,2018.0,10.0,16.0,0.7618608180918661,0.0,0.0,0.0,110.0,0.2627082705592517
1.0,0.0,0.0,5.0,0.0,0.0,1.0,77.07568369316644,2018.0,3.0,1.0,0.3726201678376047,0.0,0.0,0.0,55.0,1.0
2.0,0.0,0.0,2.0,0.0,0.0,0.0,-2.6079619047658866,2017.9834605543037,11.0,18.0,0.4520587414930345,0.0,0.0,0.0,75.0,-0.593917538439856
2.0,0.0,0.0,2.0,0.0,0.0,0.0,54.14882928360808,2017.0,10.0,16.0,0.0,0.0,0.0,0.0,109.0,0.3298791013624368
2.0,1.0,2.0,1.0,0.0,0.0,0.0,81.77725218096312,2018.0,7.0,14.0,1.503885422030744,0.0,0.0,0.0,112.5,0.458208776517652
2.0,0.0,2.0,1.0,2.0,-0.1125497352416348,0.0,62.70985069027647,2018.0,1.0,2.0,1.0,0.0,0.0,0.0,101.0,1.193805780359693
2.0,0.0,1.0,4.0,2.0,0.0,1.0,76.99645069383726,2018.0,11.0,21.0,-0.04096647527444741,0.0,0.0,0.0,115.6,-0.1052432966910467
