no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests
2.0,0.0,2.0,3.0,2.0,0.0,0.0,45.4,2018.0,10.0,16.0,1.0,0.0,0.0,0.0,100.75,0.2
2.0,0.0,1.0,1.0,0.0,0.0,0.0,78.2,2018.0,5.0,30.0,0.6,0.0,0.0,0.0,89.75,0.8
2.0,0.0,2.0,2.0,0.0,0.0,0.0,66.6,2018.0,4.0,22.0,0.4,0.0,0.0,0.0,99.3,0.8
2.0,0.0,0.0,2.0,2.0,0.0,0.0,88.4,2017.0,7.0,18.0,0.6,0.0,0.0,0.0,94.5,0.0
2.0,0.0,1.0,4.0,0.0,0.0,0.0,60.0,2018.0,9.0,12.0,0.2,0.0,0.0,0.0,75.0,0.0
2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2018.0,12.0,26.0,0.8,0.0,0.0,0.0,149.0,0.2
2.0,0.0,2.0,5.0,0.0,0.0,0.0,68.8,2017.6,8.0,13.0,1.0,0.0,0.0,0.0,76.5,0.0
2.0,1.0,0.0,1.0,0.0,0.0,0.0,59.4,2018.0,3.0,24.0,1.0,0.0,0.0,0.0,159.0,0.6
2.0,0.0,0.0,4.0,0.0,0.0,0.0,191.4,2017.0,11.0,1.0,0.0,0.0,0.0,0.0,88.8,0.0
2.0,0.0,1.0,1.0,0.0,0.0,0.0,41.2,2018.0,8.0,19.0,0.4,0.0,0.0,0.0,72.0,1.2
2.0,0.0,0.0,0.0,0.0,0.0,5.0,33.2,2018.0,5.0,21.0,0.6,0.0,0.0,0.0,0.0,0.6
1.0,0.0,0.0,1.0,0.0,0.0,0.0,23.4,2018.0,2.0,19.0,2.0,1.0,0.0,1.0,66.0,0.6
2.0,0.0,0.0,4.0,0.0,1.0,1.0,73.2,2018.0,4.0,26.0,0.6,0.0,0.0,0.0,94.78,0.8
2.0,0.0,2.0,3.0,1.0,0.0,0.0,71.4,2018.0,10.0,20.0,0.0,0.0,0.0,0.0,84.15,0.4
2.0,0.0,1.0,1.0,0.0,0.0,0.0,137.8,2018.0,8.0,8.0,1.0,0.0,0.0,0.0,114.3,0.0
2.0,0.0,2.0,2.0,0.0,0.0,1.0,78.4,2018.0,8.0,19.0,0.6,0.0,0.0,0.0,122.4,1.2
1.0,0.0,0.0,3.0,0.0,0.0,0.0,113.4,2018.0,9.0,6.0,0.0,0.0,0.0,0.0,112.0,0.0
2.0,0.0,0.0,1.0,1.0,0.0,0.0,105.8,2018.0,7.0,18.0,0.6,0.0,0.0,0.0,89.25,0.0
2.0,0.0,2.0,3.0,0.0,0.0,0.0,67.0,2018.0,4.0,1.0,0.8,0.0,0.0,0.0,80.0,0.0
2.0,0.0,1.0,2.0,0.0,0.0,0.0,155.6,2018.0,8.0,1.0,0.0,0.0,0.0,0.0,72.25,0.0
2.0,0.0,0.0,2.0,0.0,1.0,2.0,73.8,2017.0,12.0,16.0,1.0,0.0,0.0,0.0,91.5,0.0
2.0,0.0,0.0,2.0,1.0,0.0,0.0,100.8,2018.0,8.0,13.0,1.0,0.0,0.0,0.0,94.5,0.0
1.0,0.0,1.0,0.0,0.0,0.0,4.0,30.4,2018.0,5.0,16.0,0.8,0.0,0.0,0.0,197.0,0.8
2.0,0.0,0.0,1.0,0.0,0.0,2.0,84.2,2018.0,6.0,11.0,0.8,0.0,0.0,0.0,127.6,0.6
2.0,0.0,0.0,1.0,0.0,0.0,0.0,114.2,2017.0,10.0,9.0,0.6,0.0,0.0,0.0,83.0,0.0
2.0,0.0,2.0,1.0,1.0,0.0,0.0,55.2,2018.0,3.0,13.0,0.6,0.0,0.0,0.0,63.75,0.0
1.0,0.0,2.0,2.0,2.0,0.0,0.0,70.8,2017.0,9.0,18.0,0.0,0.0,0.0,0.0,83.0,0.4
2.0,0.0,2.0,3.0,1.0,0.0,0.0,187.0,2017.8,9.0,2.0,1.0,0.0,0.0,0.0,97.75,0.2
2.0,0.0,1.0,2.0,0.0,0.0,0.0,134.6,2018.0,12.0,30.0,0.6,0.0,0.0,0.0,105.742,0.2
1.0,0.0,0.0,2.0,0.0,0.0,0.0,120.0,2017.0,9.0,4.0,0.0,0.0,0.0,0.0,80.5,0.0
3.0,0.0,0.0,1.0,0.0,0.0,0.0,124.8,2018.0,5.0,7.0,0.6,0.0,0.0,0.0,159.3,0.4
2.0,1.0,2.0,3.0,0.0,0.0,1.0,66.0,2018.0,9.0,19.0,0.6,0.0,0.0,0.0,149.4,0.6
2.0,0.0,1.0,2.0,0.0,0.0,0.0,191.4,2018.0,11.0,4.0,0.8,0.0,0.0,0.0,89.0,0.0
2.0,0.0,2.0,3.0,0.0,0.0,0.0,75.8,2018.0,8.0,27.0,0.8,0.0,0.0,0.0,90.95,0.6
1.0,0.0,2.0,3.0,0.0,0.0,0.0,115.4,2018.0,6.0,5.0,0.4,0.0,0.0,0.0,110.0,0.2
2.0,0.0,0.0,2.0,2.0,0.0,0.0,105.0,2018.0,4.0,12.0,0.4,0.0,0.0,0.0,110.0,0.4
2.0,0.0,1.0,5.0,0.0,0.0,0.0,54.0,2018.0,7.0,15.0,0.6,0.0,0.0,0.0,76.5,0.2
2.0,0.0,1.0,1.0,0.0,0.0,5.0,112.8,2018.0,7.0,7.0,1.0,0.0,0.0,0.0,191.0,0.6
2.0,0.0,1.0,3.0,0.0,0.0,0.0,93.4,2018.0,9.0,29.0,0.8,0.0,0.0,0.0,95.0,0.6
2.0,0.0,2.0,2.0,0.0,0.0,0.0,92.0,2018.0,7.0,21.0,0.6,0.0,0.0,0.0,93.08,0.6
2.0,0.0,0.0,3.0,0.0,0.0,0.0,59.6,2018.0,4.0,23.0,0.4,0.0,0.0,0.0,106.2,1.0
2.0,0.0,0.0,5.0,0.0,0.0,1.0,91.6,2018.0,5.0,18.0,0.2,0.0,0.0,0.0,110.346,1.0
2.0,0.0,1.0,2.0,0.0,0.0,0.0,107.0,2018.0,4.0,11.0,1.0,0.0,0.0,0.0,102.3,0.4
2.0,0.0,2.0,6.0,2.0,0.0,0.0,31.2,2018.0,5.0,21.0,1.0,0.0,0.0,0.0,141.0,0.6
2.0,0.0,0.0,1.0,0.0,0.0,0.0,18.0,2018.0,9.0,23.0,0.6,0.0,0.0,0.0,65.0,0.6
1.0,0.0,1.0,1.0,0.0,0.0,0.0,133.4,2017.0,10.0,10.0,0.6,0.0,0.0,0.0,70.0,0.0
2.0,0.0,1.0,2.0,1.0,0.0,0.0,115.6,2018.0,7.0,18.0,0.6,0.0,0.0,0.0,88.5,0.0
2.0,2.0,1.0,0.0,0.0,0.0,5.0,71.0,2018.0,7.0,11.0,0.6,0.0,0.0,0.0,296.0,0.6
2.0,1.0,1.0,1.0,2.0,0.0,0.0,37.4,2018.0,8.0,17.0,0.6,0.0,0.0,0.0,164.25,0.6
2.0,0.0,1.0,0.0,0.0,0.0,0.0,57.2,2017.0,8.0,21.0,1.0,0.0,0.0,0.0,76.5,1.2
1.0,0.0,2.0,0.0,0.0,0.0,0.0,44.8,2018.0,2.0,28.0,0.6,0.0,0.0,0.0,61.0,0.6
2.0,0.0,0.0,3.0,0.0,0.0,0.0,29.8,2018.0,10.0,19.0,0.6,0.0,0.0,0.0,200.0,0.8
2.0,0.0,1.0,1.0,0.0,0.0,0.0,82.6,2018.0,1.0,25.0,2.0,0.0,0.0,0.0,80.434,0.6
2.0,0.0,1.0,2.0,0.0,0.0,0.0,187.0,2018.0,9.0,3.0,0.8,0.0,0.0,0.0,100.3,0.2
1.0,0.0,0.0,2.0,0.0,0.0,0.0,64.4,2017.0,10.0,14.0,0.4,0.0,0.0,0.0,90.0,0.0
2.0,0.0,1.0,2.0,0.0,0.0,1.0,115.4,2018.0,4.0,1.0,0.8,0.0,0.0,0.0,109.8,0.2
2.0,0.0,0.0,3.0,0.0,0.0,0.0,44.8,2018.0,1.0,14.0,0.6,0.0,0.0,0.0,52.0,0.8
2.0,0.0,0.0,4.0,0.0,0.0,1.0,51.8,2018.0,5.0,23.0,1.0,0.0,0.0,0.0,132.6,0.8
2.0,0.0,2.0,5.0,1.0,0.0,0.0,63.6,2018.0,11.0,20.0,1.0,0.0,0.0,0.0,79.2,1.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0,160.6,2018.0,5.0,5.0,0.4,0.0,0.0,0.0,114.3,0.2
2.0,0.0,1.0,3.0,0.0,0.0,0.0,33.2,2017.0,9.0,23.0,0.4,0.0,0.0,0.0,224.67,0.6
2.0,0.0,1.0,3.0,0.0,0.0,0.0,49.0,2018.0,10.0,30.0,0.6,0.0,0.0,0.0,85.5,0.0
2.0,0.0,2.0,2.0,1.0,0.0,0.0,138.2,2018.0,9.0,8.0,1.0,0.0,0.0,0.0,113.4,0.0
1.0,0.0,1.0,1.0,1.0,0.0,0.0,129.8,2018.0,11.0,19.0,1.0,0.0,0.0,0.0,80.6,0.0
1.0,0.0,2.0,1.0,2.0,0.0,0.0,155.6,2017.0,8.0,1.0,0.8,0.0,0.0,0.0,72.5,0.0
2.0,2.0,0.0,2.0,0.0,0.0,3.0,80.8,2018.0,5.0,26.0,0.6,0.0,0.0,0.0,176.0,1.0
1.0,0.0,1.0,2.0,0.0,0.0,0.0,124.8,2018.0,11.0,1.0,0.6,0.0,0.0,0.0,110.0,0.2
2.0,0.0,0.0,2.0,0.0,0.0,0.0,112.8,2018.0,12.0,9.0,0.0,0.0,0.0,0.0,65.0,0.0
2.0,0.0,1.0,5.0,0.0,0.0,0.0,125.2,2017.0,8.0,5.0,0.8,0.0,0.0,0.0,76.5,0.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,35.8,2017.0,12.0,31.0,2.0,0.0,0.0,0.0,65.0,1.0
2.0,0.0,1.0,5.0,0.0,0.0,0.0,216.6,2018.0,10.0,5.0,1.0,0.0,0.0,0.0,90.0,0.0
2.0,0.0,0.0,4.0,0.0,0.0,0.0,111.0,2018.0,2.0,3.0,0.6,0.0,0.0,0.0,77.18,0.0
2.0,0.0,1.0,3.0,0.0,0.0,1.0,138.6,2017.8,12.0,1.0,0.0,0.0,0.0,0.0,86.7,0.0
2.0,0.0,2.0,3.0,0.0,0.0,0.0,112.8,2018.0,7.0,8.0,0.6,0.0,0.0,0.0,96.05,0.0
2.0,0.0,0.0,3.0,0.0,0.0,1.0,100.6,2017.6,12.0,8.0,0.8,0.0,0.0,0.0,83.61,0.0
2.0,0.0,0.0,2.0,0.0,0.0,0.0,46.8,2017.0,8.0,14.0,0.0,0.0,0.0,0.0,108.0,0.6
2.0,0.0,2.0,2.0,0.0,0.0,0.0,114.8,2018.0,10.0,27.0,1.2,0.0,0.0,0.0,108.9,0.6
2.0,0.0,0.0,1.0,0.0,0.0,0.0,119.6,2018.0,10.0,6.0,1.0,0.0,0.0,0.0,118.8,0.0
3.0,0.0,2.0,2.0,0.0,0.0,1.0,57.2,2018.0,12.0,20.0,0.6,0.0,0.0,0.0,140.0,0.6
2.0,0.0,0.0,1.0,0.0,0.0,0.0,86.6,2017.2,12.0,11.0,0.6,0.0,0.0,0.0,75.0,0.0
2.0,0.0,1.0,1.0,0.0,0.0,2.0,55.0,2018.0,7.0,27.0,1.0,0.0,0.0,0.0,132.44,0.6
2.0,1.0,2.0,2.0,0.0,0.0,0.0,52.8,2018.0,12.0,25.0,1.0,0.0,0.0,0.0,130.0,1.0
1.0,1.0,0.0,2.0,0.0,0.0,0.0,141.6,2018.0,7.0,1.0,0.8,0.0,0.0,0.0,112.5,0.2
2.0,1.0,0.0,1.0,0.0,0.0,0.0,61.4,2017.0,12.0,31.0,1.0,0.0,0.0,0.0,137.0,0.6
0.0,2.0,0.0,4.0,0.0,0.0,2.0,114.6,2018.0,3.0,9.0,0.4,0.0,0.0,0.0,9.0,0.6
2.0,1.0,1.0,3.0,1.0,0.0,0.0,32.0,2018.0,8.0,29.0,0.6,0.0,0.0,0.0,101.03,0.4
2.0,0.0,2.0,0.0,0.0,0.0,0.0,60.2,2018.0,10.0,16.0,0.6,0.0,0.0,0.0,110.0,0.6
1.0,0.0,0.0,5.0,0.0,0.0,1.0,142.2,2018.0,3.0,1.0,1.2,0.0,0.0,0.0,55.0,1.0
2.0,0.0,0.0,2.0,0.0,0.0,0.0,69.4,2017.8,11.0,18.0,0.6,0.0,0.0,0.0,75.0,0.6
2.0,0.0,0.0,2.0,0.0,0.0,0.0,68.2,2017.0,10.0,16.0,0.0,0.0,0.0,0.0,109.0,0.4
2.0,1.0,2.0,1.0,0.0,0.0,0.0,84.2,2018.0,7.0,14.0,0.6,0.0,0.0,0.0,112.5,0.4
2.0,0.0,2.0,1.0,2.0,0.0,0.0,132.6,2018.0,1.0,2.0,1.0,0.0,0.0,0.0,101.0,0.2
2.0,0.0,1.0,4.0,2.0,0.0,1.0,122.4,2018.0,11.0,21.0,0.4,0.0,0.0,0.0,115.6,0.6
2.0,0.0,1.0,2.0,0.0,0.0,0.0,145.8,2018.0,6.0,3.0,1.0,0.0,0.0,0.0,132.0,0.8
2.0,2.0,0.0,1.0,0.0,1.0,3.0,1.0,2018.0,12.0,1.0,0.8,0.0,0.0,0.0,142.0,0.6
1.0,0.0,0.0,4.0,0.0,0.0,1.0,141.8,2018.0,10.0,25.0,1.0,0.0,0.0,0.0,111.6,0.8
2.0,1.0,0.0,2.0,0.0,0.0,0.0,7.4,2018.0,3.0,18.0,0.4,0.0,0.0,0.0,143.1,1.0
2.0,0.0,2.0,2.0,0.0,0.0,0.0,94.4,2018.0,9.0,26.0,0.0,0.0,0.0,0.0,95.0,0.4
1.0,0.0,1.0,4.0,0.0,0.0,0.0,60.8,2018.0,6.0,26.0,1.0,0.0,0.0,0.0,80.75,0.6
2.0,0.0,0.0,3.0,0.0,0.0,0.0,161.6,2018.0,7.0,5.0,1.0,0.0,0.0,0.0,105.3,0.4
2.0,0.0,2.0,1.0,0.0,0.0,0.0,72.2,2018.0,12.0,18.0,0.8,0.0,0.0,0.0,75.0,0.6
2.0,0.0,1.0,3.0,0.0,0.0,2.0,41.2,2017.0,10.0,19.0,0.6,0.0,0.0,0.0,72.36,1.0
2.0,0.0,1.0,3.0,0.0,0.0,0.0,187.0,2018.0,9.0,22.0,0.8,0.0,0.0,0.0,119.85,0.8
2.0,2.0,0.0,1.0,0.0,0.0,3.0,29.8,2018.0,9.0,20.0,1.0,0.0,0.0,0.0,275.0,0.6
2.0,0.0,2.0,2.0,0.0,0.0,0.0,99.0,2018.0,10.0,15.0,0.8,0.0,0.0,0.0,100.75,0.2
2.0,0.0,1.0,1.0,0.0,0.0,0.0,139.8,2017.0,12.0,11.0,0.8,0.0,0.0,0.0,60.0,0.0
1.0,0.0,1.0,3.0,0.0,0.0,0.0,61.6,2018.0,10.0,28.0,0.8,0.0,0.0,0.0,90.95,0.4
2.0,0.0,0.0,3.0,0.0,0.0,0.0,47.2,2018.0,4.0,21.0,0.0,0.0,0.0,0.0,68.0,1.0
2.0,0.0,1.0,2.0,1.0,0.0,0.0,44.4,2018.0,11.0,14.0,0.6,0.0,0.0,0.0,79.2,0.0
2.0,0.0,0.0,3.0,0.0,0.0,0.0,32.0,2018.0,3.0,24.0,0.8,0.0,0.0,0.0,85.0,0.4
2.0,0.0,2.0,5.0,1.0,0.0,0.0,67.8,2018.0,8.0,13.0,0.8,0.0,0.0,0.0,89.25,0.0
2.0,0.0,0.0,1.0,0.0,0.0,1.0,59.6,2018.0,7.0,23.0,1.0,0.0,0.0,0.0,166.0,0.6
2.0,0.0,1.0,3.0,0.0,0.0,0.0,76.2,2018.0,6.0,20.0,0.6,0.0,0.0,0.0,80.75,0.8
3.0,0.0,2.0,1.0,0.0,0.0,1.0,26.4,2018.0,2.0,20.0,1.0,0.0,0.0,0.0,130.9,1.2
2.0,0.0,1.0,3.0,0.0,0.0,0.0,112.0,2018.0,8.0,8.0,0.8,0.0,0.0,0.0,109.8,0.0
1.0,0.0,0.0,3.0,2.0,0.0,0.0,80.4,2018.0,5.0,3.0,0.8,0.0,0.0,0.0,121.53000000000002,0.6
2.0,0.0,2.0,1.0,0.0,0.0,0.0,127.6,2018.0,9.0,11.0,0.6,0.0,0.0,0.0,95.0,0.0
2.0,0.0,1.0,1.0,0.0,0.0,0.0,69.6,2017.0,10.0,13.0,0.4,0.0,0.0,0.0,65.0,0.0
2.0,0.0,2.0,1.0,0.0,0.0,0.0,118.4,2017.0,12.0,4.0,1.0,0.0,0.0,0.0,65.0,0.0
1.0,0.0,1.0,2.0,2.0,0.0,0.0,141.2,2018.0,6.0,6.0,0.0,0.0,0.0,0.0,111.852,0.0
2.0,0.0,1.0,1.0,0.0,0.0,0.0,98.2,2018.0,7.0,18.0,0.6,0.0,0.0,0.0,85.5,0.4
1.0,0.0,3.0,7.0,1.0,0.0,0.0,28.8,2018.0,5.0,18.0,0.6,0.0,0.0,0.0,130.9,0.8
2.0,2.0,1.0,5.0,0.0,0.0,3.0,110.0,2018.0,9.0,21.0,1.0,0.0,0.0,0.0,142.03,0.4
1.0,0.0,1.0,3.0,2.0,0.0,0.0,75.4,2018.0,9.0,26.0,0.6,0.0,0.0,0.0,96.0,0.6
2.0,0.0,1.0,2.0,1.0,0.0,0.0,56.8,2018.0,7.0,25.0,0.4,0.0,0.0,0.0,85.5,0.8
