a1cx,a1cy,b2x,b2y,a2pop,a3pop,temp,mxql
0.363217,-0.478606,0.377351,-0.250655,6.171712539167727,-0.5774175276301263,0.73996,7.0
0.488142,-0.410636,-0.219121,0.244318,-0.567620525661011,-0.49251237407669723,0.723369,7.0
-0.003278,0.0095,-0.184061,0.201703,0.5717087017197069,-0.29479860043429573,0.564567,6.0
0.263026,-0.407737,0.147545,0.101594,2.323169,-1.7180334140017162,0.789005,5.0
-0.117307,-0.36859,0.314014,0.195659,4.340882673571953,1.4156050071098152,0.688468,6.0
0.011644,-0.133185,-0.380811,0.477252,2.9275319795417003,1.0773340046731925,0.722775,8.0
-0.134787,0.043172,-0.371641,0.260097,6.804264013705745,2.85342397646391,0.415454,7.0
-0.12046,-0.324258,0.499364,0.098802,1.2258702971174384,2.4725458574027397,0.458097,7.0
-0.006399,0.247649,-0.283339,-0.309563,2.358448243803605,1.047517,0.325079,5.0
-0.261367,0.231697,-0.15818,0.054146,2.601218,4.283774359276649,0.532813,7.0
0.375967,-0.010413,0.370847,0.279663,-0.040195062603327614,2.6680525016726837,0.711081,7.0
0.024171,0.177334,0.109395,0.040134,-0.4289055169061031,1.5885350472165616,0.696479,8.0
0.201431,0.198087,0.391128,-0.467917,1.9876853632798999,-1.637998664213661,0.828787,5.0
-0.423164,-0.457446,0.142786,-0.414484,4.492763027841976,0.3391258937753814,0.679601,6.0
0.326053,-0.448419,0.309145,-0.498487,1.2577989931641822,-0.5543565390397798,0.674398,7.0
-0.209755,0.328768,-0.469551,0.013734,4.03066715222775,3.703551833287807,0.439831,8.0
-0.251987,0.273979,-0.211185,0.280826,3.790566501343901,2.4431162935741297,0.381064,6.0
-0.429497,0.392733,-0.365616,-0.438114,4.891564,-4.726371018227365,0.207536,5.0
0.358625,0.367545,-0.141876,0.360356,3.140279,-0.19139618485650844,0.501285,6.0
0.226788,0.040194,0.321913,-0.011792,-2.0050339071321033,-0.638459955635347,0.568059,6.0
-0.255292,0.308003,0.326733,0.101106,1.552108,-5.569720647167999,0.875241,8.0
-0.262842,0.271326,0.366621,0.248257,2.309337333985636,-3.159555846995451,0.367467,6.0
-0.374654,0.436225,0.045568,-0.338968,-1.1408438221918908,1.6063696328623183,0.69935,7.0
-0.408483,0.084014,0.46225,-0.181671,-2.7261827433313095,-1.5436321217243791,0.423209,5.0
0.024272,0.25068,-0.224939,-0.470376,0.10154588000144216,6.627026794150075,0.56068,5.0
-0.425492,-0.254137,-0.136251,-0.159215,0.756118,-2.3085429736936813,0.792363,8.0
0.486047,-0.104824,-0.420036,-0.011549,0.8752840975877989,-2.5880651554413276,0.560116,5.0
-0.020146,-0.468872,0.10843,0.292261,3.1910385813378586,-2.340939548198182,0.455125,8.0
0.32005,0.390433,0.201554,-0.04887,2.791537965599787,-1.1538972394734288,0.608506,7.0
0.465963,-0.368907,-0.019219,-0.003136,0.3416979408393561,0.833891,0.790828,8.0
0.314667,-0.411825,0.314604,0.299926,2.9804879831810447,0.5253695848290991,0.195343,6.0
-0.191323,-0.213825,-0.133005,0.150712,1.3478978304541884,1.9191793255735656,0.531598,6.0
0.456942,-0.008988,0.079639,0.306361,0.34314863010239227,5.338487843995958,0.17714,5.0
0.356005,-0.258216,0.378685,-0.00531,1.0697265517540806,1.079226364418293,0.567554,8.0
0.430864,-0.334945,0.290719,0.451659,0.6335336764886845,3.9257480302383394,0.674529,7.0
-0.384215,-0.355432,-0.230751,0.09298,6.696036,-3.7735351325480817,0.360435,8.0
-0.239449,0.231512,-0.244944,-0.240346,2.1946215358088565,4.114543493949737,0.466652,5.0
0.39579,0.105736,0.210495,0.314253,-0.6544154614851103,-3.98549203855657,0.417965,8.0
-0.24426,-0.298263,-0.078053,0.490792,2.0619252350132395,-5.13771051808267,0.686138,5.0
-0.434346,0.421692,-0.015247,-0.225136,1.342491,1.0770822260227777,0.853179,7.0
-0.25405,0.333452,0.010429,0.08186,0.4384410580879341,0.020442462100648484,0.464453,8.0
-0.412644,0.054628,-0.339779,0.297336,3.2866695995253834,8.959551016548998,0.666621,5.0
0.089593,0.081571,0.301595,0.177556,-0.3511340004650845,0.9450288375288218,0.576393,6.0
0.435874,0.046313,0.282888,-0.116945,7.377695,5.566195971284784,0.929891,8.0
-0.473766,-0.041538,-0.035766,0.356288,3.5185295386193127,-1.4247182724852614,0.682811,6.0
0.039718,0.466599,-0.465919,0.271481,7.046598,1.648751,0.644273,7.0
0.077887,0.251378,-0.47145,-0.328331,3.0975425355072046,0.347927,0.827211,6.0
0.2541,0.382598,0.087953,0.066367,3.5861775845546284,2.471590735950922,0.512923,5.0
0.059337,0.491301,0.082345,-0.327613,2.959904888192657,-1.2382687977973936,0.577476,5.0
-0.162537,-0.393273,-0.425398,-0.493604,4.654115858231872,0.9895695579076862,0.611886,6.0
0.074668,-0.043928,-0.03868,-0.350475,4.335169835386459,-3.2774048348385505,0.305894,5.0
0.407204,0.260663,0.015475,-0.288398,-2.3728153200433897,-0.7268174743842182,0.747866,5.0
0.47974,-0.124476,0.232611,-0.242198,5.026892,0.3967070631912415,0.538399,8.0
0.419404,0.377884,0.122185,0.055387,5.187519496466127,0.6408280848406227,0.869455,5.0
0.179677,0.079714,0.254095,-0.344391,3.951368771864205,-4.905472862285043,0.814668,8.0
0.280515,0.296461,-0.283124,-0.071254,1.7360155738126084,-5.929744987903958,0.667159,7.0
-0.197845,0.458263,0.354167,0.125086,8.095431899548947,0.6791563430471452,0.675561,5.0
-0.256209,0.47255,0.366932,0.161461,3.9286336811349756,1.3431678636166278,0.337951,7.0
0.404001,-0.097842,-0.142455,-0.202922,0.470872,1.8720749275215491,0.862053,8.0
0.091265,0.023804,0.093778,0.099608,5.263483,3.2615140658627375,0.196523,6.0
-0.125287,-0.001791,0.164365,0.301031,3.800545,2.2814314409835252,0.547571,5.0
0.490223,0.425247,-0.124017,-0.106566,1.822914,-0.028099176339975607,0.662668,7.0
-0.247676,0.158311,-0.423019,0.315337,0.56383,0.38924010515189766,0.659815,6.0
-0.353169,0.237844,0.322124,-0.48498,4.155681,1.9664814221155833,0.476178,7.0
0.210065,0.409432,0.477375,-0.060564,2.6594996465391514,3.4212936451591744,0.513688,5.0
0.459319,0.355084,0.022606,-0.449252,0.062029,-0.18112178201710827,0.506411,8.0
-0.280407,-0.084538,0.240966,0.009808,1.9356816515848108,8.976661626122567,0.542295,6.0
-0.253039,-0.229397,0.091304,0.12396,3.225011555007328,-1.587246312046961,0.825488,8.0
0.282691,0.191966,-0.346986,-0.207711,4.36380399764796,4.6646953856395825,0.525292,5.0
0.169966,-0.433357,0.229256,-0.371785,0.221567779582021,0.4738818127600739,0.747813,6.0
0.341132,0.432752,0.327339,0.24555,-1.2245286950135292,9.007401563770134,0.558985,8.0
0.457603,-0.057962,0.387406,-0.328829,4.2701819819589755,1.8479816026569968,0.635247,7.0
0.240966,-0.036532,0.046342,-0.418515,-0.6673064617710711,4.902318624815516,0.391237,7.0
-0.230775,-0.018521,-0.108123,0.225566,4.785495539758534,5.072340497859706,0.795848,7.0
0.204663,-0.028603,-0.00073,-0.389697,2.5827750687197604,10.174989203886462,0.766676,7.0
-0.371257,-0.010152,-0.376758,0.073987,0.591968,3.3338139041879513,0.894435,8.0
0.1884,0.152577,-0.277559,-0.094175,3.2530348979781696,1.294427287114598,0.321669,8.0
-0.160837,0.33238,-0.475002,-0.1452,-2.277591349356997,-0.3587938538571547,0.580727,6.0
-0.023284,-0.236489,0.093459,0.11899,2.014116,8.543739780029323,0.694431,5.0
0.091424,0.085882,0.311914,0.058928,5.319079560524095,-0.8968920273193157,0.482442,5.0
0.394349,-0.470027,0.438649,0.160275,4.566292116511538,0.8421109927423516,0.648764,6.0
-0.31894,-0.351635,-0.205317,-0.01527,2.3438927603750117,3.5700316550644744,0.886245,8.0
0.029984,-0.055857,0.153082,0.186744,3.4412064202929864,6.393802004100183,0.683395,7.0
-0.011761,0.209771,-0.194815,0.106596,4.042076586506275,-0.1485495177461411,0.343596,7.0
0.347981,-0.098734,0.159406,-0.18405,3.41763,-0.12396819715114571,0.932115,5.0
0.007765,-0.264341,0.377034,0.049756,9.130949,2.797303576328084,0.154136,7.0
-0.360656,-0.14328,-0.240323,-0.336603,0.1340574877158156,6.040416242835699,0.300747,5.0
-0.460703,0.346019,-0.443363,0.224551,-3.6316921251509537,3.167558880190186,0.656848,5.0
-0.348401,-0.043795,0.475329,0.490886,2.944247313842371,-2.1107439041228013,0.779946,5.0
0.338186,-0.412278,0.497805,0.262191,-0.06482913438496674,3.4562387219158612,0.443464,6.0
-0.401177,0.412381,0.23817,-0.299914,3.717937023883099,-5.490153474047326,0.430621,6.0
0.009355,0.369342,-0.474083,0.066142,2.385489,1.2466268431551109,0.902379,5.0
-0.299777,-0.253117,-0.018398,-0.093459,7.581215719102721,7.045649284194218,0.346502,6.0
-0.169541,0.455752,0.426765,0.369067,0.275442,2.1450655415833464,0.88872,8.0
-0.404961,0.23999,0.46755,-0.004078,0.785651,-1.8616501708517856,0.638943,8.0
-0.370532,-0.300685,0.271657,0.253912,0.5407180874985862,4.9643494286296885,0.319214,5.0
0.148608,0.12675,-0.018812,0.34515,3.444855007144968,-1.3209624711571553,0.425291,7.0
-0.112248,-0.34344,-0.087593,-0.191263,2.508465193657674,-1.3168072101070447,0.205555,7.0
0.420719,-0.004974,-0.287905,-0.307282,0.177518,-1.1603407159108627,0.653163,8.0
0.059179,-0.236539,0.351839,0.393123,1.631572,2.0991830019089255,0.343613,8.0
-0.159605,-0.011388,-0.133944,-0.381529,3.003813033165157,-0.9268120566403801,0.226118,6.0
-0.496888,-0.473579,0.433997,-0.186754,2.157953653143707,1.4044758507122985,0.262979,8.0
-0.265042,-0.478563,0.178418,-0.006052,12.864235,0.3501215934279214,0.166354,6.0
-0.368071,0.296628,0.058783,-0.151433,3.5900358433729878,-0.6153593655735605,0.813291,8.0
0.337793,-0.436898,-0.431575,0.275975,7.540338103456414,-0.914058011803083,0.344062,6.0
-0.394115,0.252334,-0.415386,-0.153035,-1.0625999300679827,2.218710291099483,0.808598,6.0
-0.251831,-0.036996,0.02744,-0.376428,5.893648500232899,1.874630559921189,0.459993,6.0
-0.27524,-0.039012,0.424782,0.157418,1.3075161525834675,0.3051205897903704,0.658354,6.0
0.027555,0.310973,-0.087905,0.442677,1.7338925595402148,1.166795965498777,0.580604,8.0
0.045473,-0.133158,-0.106212,-0.154425,1.1022199785820725,1.8329451264107963,0.635768,6.0
0.224852,0.243707,-0.033092,-0.2795,-2.424237119673807,-5.540272144572655,0.825362,8.0
-0.363787,-0.378061,-0.398426,-0.057126,1.0347494715934331,1.696173048339174,0.407287,5.0
-0.469025,0.087731,-0.065941,0.023872,0.204225,1.7141152620647744,0.319625,6.0
0.161851,0.022178,-0.467359,-0.429354,2.2906880218784447,0.789047788836055,0.732954,5.0
-0.456532,-0.206571,0.068992,0.195812,7.602242,2.6406416335295146,0.834969,7.0
0.262838,-0.108843,-0.32813,-0.359292,-0.2940775856461251,5.18595079542881,0.84188,8.0
0.439779,0.364688,0.164205,-0.136314,0.7173225092373006,1.0960152108188905,0.831437,6.0
0.201415,-0.479985,-0.245833,0.128181,1.946489,-1.7093639827860434,0.643297,7.0
-0.327541,-0.093924,-0.440797,-0.298334,1.656382055103505,0.7990393153090181,0.738098,6.0
0.154593,-0.33902,0.426167,-0.473854,0.345702,-1.64198022075176,0.470976,6.0
0.104809,-0.465061,0.20899,0.075308,-0.667815240766418,2.157429186143359,0.641198,8.0
-0.069136,0.449205,-0.473746,-0.045408,1.2653275062476823,4.49825394128686,0.74255,5.0
-0.416299,-0.207968,0.154615,0.052299,-0.24491842684724885,-2.27105248741269,0.704707,8.0
-0.223017,-0.236256,-0.22894,-0.251449,3.6893843004886393,-0.3428684166760809,0.878649,8.0
0.129408,0.036932,0.163918,0.314637,0.6646361510436916,-0.1023398783449756,0.879354,7.0
-0.11484,0.423095,-0.061175,-0.371374,1.2498522924641586,4.875065397280462,0.708513,5.0
0.480332,-0.448891,0.032287,-0.002009,3.2681949273406286,8.262930442443968,0.807933,6.0
0.260431,-0.46618,-0.399427,0.131758,1.163721,-0.30358035623971147,0.576009,8.0
-0.104287,0.24338,0.117711,0.219709,2.342666,0.7237778629566358,0.565456,8.0
-0.048456,0.431457,0.38196,0.408277,6.855593,1.6458383044342768,0.906154,8.0
0.309495,0.1648,0.303306,-0.106752,1.901381,5.748174671371016,0.86895,5.0
0.392891,0.304165,0.463768,0.284009,0.222627,4.673096144468737,0.933838,6.0
0.09964,-0.324632,-0.490212,0.301979,0.9364077716138322,5.422321376288706,0.637045,8.0
-0.385742,0.042536,0.261864,-0.435837,-1.6188532145073729,5.991434,0.74263,6.0
0.303545,-0.420476,0.463772,-0.073449,3.881285,0.8923409082326913,0.633183,5.0
0.449671,0.445094,-0.491347,-0.302928,-0.4288253233762167,-3.897597025710217,0.596644,7.0
0.40355,-0.377784,0.432727,-0.381977,2.477776,4.043367111425329,0.670072,7.0
0.238386,0.42313,0.031209,0.445613,2.483636441605401,-4.268186648751413,0.723325,8.0
0.49361,0.21931,0.036416,0.315738,1.832862,-3.189709406839537,0.622718,7.0
0.071748,-0.090628,-0.130463,-0.2136,1.220947,3.9080951874930765,0.300945,8.0
-0.360428,-0.321895,0.416424,0.126033,2.0772590819967043,2.260359839388315,0.779144,5.0
0.306643,0.428216,0.095388,-0.236754,0.55679,2.642015586620189,0.504334,8.0
-0.266453,0.075021,0.484931,0.452752,3.562504362706351,-0.3325564662510929,0.778231,7.0
0.030189,0.387126,-0.34221,-0.498073,1.8560463007116295,0.03655969407952209,0.880628,6.0
0.246472,-0.271607,0.257065,-0.081791,2.789369159834933,-2.390182269483995,0.45358,8.0
0.241052,0.376535,-0.478698,-0.462272,3.110404,2.237359224861389,0.726911,6.0
0.010642,0.068471,0.202847,-0.26183,-1.3785453076249912,1.5169576741982325,0.854518,7.0
-0.399834,0.035818,0.364751,0.038923,1.6893309860735093,4.626865,0.648929,8.0
-0.003769,-0.448186,0.293141,0.016526,1.6257033750857524,0.05883045668092146,0.660595,5.0
0.196591,0.393107,0.463079,-0.49902,2.049957,-2.5658640866643276,0.797214,7.0
0.04697,-0.369315,0.405485,-0.290547,3.0513217908050656,1.6942325592217409,0.430544,8.0
0.498521,-0.137201,0.091599,0.01998,1.2735931775936211,6.183767,0.852558,5.0
-0.169642,-0.034544,0.397818,-0.242269,0.4716093377074384,-0.6514449588648579,0.691447,5.0
-0.212402,0.366928,0.083517,-0.476187,7.137365,3.320275838513729,0.375932,6.0
0.060566,0.265863,0.129133,-0.011424,13.153187,-2.3861715552146165,0.743712,8.0
-0.373043,0.301382,-0.344121,-0.487389,0.601947,-0.6903462961661861,0.492779,5.0
-0.421897,-0.214932,-0.488397,-0.176651,3.851840364952639,-2.704918845818081,0.569015,7.0
-0.307761,-0.217666,-0.067441,0.108404,0.986284,4.534159942494574,0.379007,5.0
0.323716,-0.241968,0.166221,0.303851,6.02491400886168,4.960932,0.493753,7.0
-0.254145,0.36308,0.022811,-0.454303,3.2298102461105684,-0.25669990379462027,0.301206,8.0
-0.464788,0.428456,0.123579,0.288661,2.797503,-0.8698836158078307,0.49278,5.0
-0.217786,-0.013722,0.244478,0.208499,4.73547,1.6694292556133816,0.722305,7.0
0.437446,-0.389326,0.492301,0.094795,2.978634,2.8984350549273348,0.575893,8.0
0.023063,-0.255575,0.228672,0.040785,0.17527504932754567,2.1761,0.124296,6.0
0.449274,-0.194195,0.042411,0.367754,1.8516555807759523,2.9483128828216074,0.447315,8.0
-0.329642,0.450548,0.470174,0.008256,5.215492,-0.0685907355397215,0.629859,5.0
-0.070404,0.244617,0.1723,0.143264,1.4635356556068473,4.638720410872003,0.380123,8.0
0.01862,0.25995,-0.034055,-0.201218,2.6604021013406554,4.470317347039861,0.408327,5.0
-0.177747,0.109048,0.057278,-0.055863,5.8494107743748796,6.08836167966816,0.883803,6.0
0.040674,0.36516,0.374867,-0.340939,8.889838,4.6842721121453055,0.469415,7.0
0.30682,0.480463,-0.045822,0.113497,1.7335101251886031,2.4017259649048617,0.743526,8.0
0.200573,0.233849,-0.454167,-0.427823,-0.29311689053674606,3.6350322329111284,0.656655,8.0
0.155209,0.39866,-0.397454,0.450511,2.175175719679025,1.0257633443188285,0.538128,5.0
0.437039,-0.084121,-0.103134,0.168054,0.47897293786025585,0.396586,0.51351,5.0
-0.400509,0.364435,-0.353445,0.161846,3.35826,-0.2785993053483278,0.729286,6.0
0.408159,0.17905,-0.387399,-0.006454,0.9379477331883452,-1.549793725117924,0.404577,5.0
-0.442954,0.384916,0.189555,-0.414176,4.455143662022571,3.380067389913787,0.780426,8.0
-0.406594,-0.328846,0.182097,0.391202,6.969599011602353,2.325475236121432,0.524967,7.0
-0.334025,0.205035,-0.374781,0.378621,11.553833520417722,0.5173353249976655,0.636638,5.0
-0.001944,0.140254,0.336489,-0.037647,2.698187,0.6816739393357996,0.516695,5.0
-0.188223,0.214956,-0.095292,-0.05645,3.5016307034415264,2.344112803314686,0.62923,5.0
-0.193855,0.411271,-0.163515,-0.018058,0.732487,1.158198652674141,0.812577,6.0
0.393124,-0.252728,0.468524,-0.078907,-0.030544479144896997,4.254169692311761,0.938605,5.0
-0.228258,0.177431,0.338333,0.25025,3.22349505145713,1.4487944113199815,0.327833,7.0
-0.370254,-0.128552,-0.098839,0.059772,3.776558414967452,-1.24635938457643,0.841901,8.0
0.4958,-0.252556,0.315799,0.205324,-0.04490463239760034,1.1973852716268825,0.713192,5.0
-0.210099,-0.33305,0.101822,0.21164,4.325414900325892,-1.4569217408971098,0.171038,7.0
-0.108906,-0.087684,-0.234456,-0.283512,-0.5318465003564512,5.112213483450326,0.558528,6.0
0.477055,-0.373754,0.095336,0.222338,1.29258,3.518954680281224,0.358773,5.0
0.300222,0.239517,-0.309418,0.308223,1.782105,3.957944263489977,0.731465,8.0
0.36286,-0.2972,-0.115194,-0.440816,6.553803599914189,-1.9054839682785736,0.679735,8.0
0.073238,0.047592,0.301976,-0.495542,8.970522821795214,2.135287834668797,0.333171,5.0
0.071674,0.280523,0.231229,-0.479409,1.393016958698529,2.2657038021190057,0.517028,5.0
0.10266,0.034178,0.115038,0.302791,6.004028,6.441076974820878,0.528917,7.0
0.188941,-0.468472,-0.396533,-0.234524,4.338058105178189,4.1821855039777915,0.814604,8.0
0.276859,0.432411,-0.274382,-0.064278,4.6163067199691294,0.4743256454625553,0.494254,7.0
-0.441032,-0.37891,0.469336,0.214923,-1.7752777921716758,2.0025154846007416,0.556071,7.0
0.101795,-0.006343,-0.146958,0.341771,-3.178728433068018,-0.23146807064578145,0.712231,6.0
0.290922,-0.046409,0.183939,-0.039332,1.2087017046646247,-1.7764484016669604,0.865428,8.0
0.495994,0.035443,-0.058574,-0.205217,1.1806979642585236,1.4829348555478015,0.471867,8.0
0.271488,-0.428033,0.099051,0.047365,1.468640740836166,2.1784142010568766,0.412748,7.0
-0.149839,0.423272,0.052,-0.116709,6.03067,1.8199083437929773,0.605421,6.0
-0.174576,0.009287,0.406114,-0.139321,-1.8193450470966965,-0.8641733540303476,0.694789,5.0
0.224205,-0.446027,0.38544,-0.324315,4.975290350397781,1.7693029190876417,0.230353,8.0
0.149281,-0.270411,0.312957,-0.112405,3.2242166681142552,0.23541509322819598,0.399635,5.0
0.435979,-0.302702,-0.41386,0.232086,1.127345,2.913263984996217,0.792102,5.0
0.2699,-0.160336,0.130563,0.342131,-1.9847351968152962,-3.967391957140709,0.487988,8.0
0.367464,-0.060501,-0.209905,0.493674,1.226073,-0.7328773054925752,0.341997,6.0
-0.0238,-0.425988,0.338774,-0.121583,2.224138,0.6277472311639791,0.539902,6.0
0.269192,0.019152,-0.395022,0.27849,4.0846785522287075,-2.208091231618306,0.726434,6.0
-0.071193,-0.472681,0.446267,-0.029716,2.3555331740523284,-5.205481384272712,0.696424,6.0
0.240174,0.335928,-0.214361,0.338705,1.03072,2.9763177017626354,0.402445,6.0
-0.345623,-0.320565,-0.103359,-0.130116,0.7695295206084376,0.5780616219770844,0.931697,8.0
0.363616,-0.124479,-0.253181,-0.275632,2.099727,2.1121940389690548,0.758421,7.0
-0.416552,0.324589,-0.001993,-0.304637,2.6225879129181404,-1.2715707354721622,0.827543,8.0
0.44932,-0.263631,-0.095923,-0.00701,3.789784411931203,3.4384211515023666,0.276151,6.0
0.444351,-0.43158,0.144573,0.085815,4.138298395873911,-0.367076160454332,0.204647,5.0
-0.486689,-0.211349,0.49311,0.184482,4.953808888103129,3.7184293370752304,0.746256,5.0
0.109436,0.309557,0.094375,-0.291727,1.175622,2.0765357376140816,0.378586,7.0
-0.315141,0.368715,0.127305,0.463225,3.283277,-5.017298702537918,0.490632,7.0
0.013981,0.463592,-0.399593,-0.14167,6.455994847986715,1.9453834950806415,0.776967,6.0
0.448258,0.205471,0.073536,0.148606,5.40603,5.158605003077165,0.566372,8.0
0.315305,0.352785,-0.432088,0.04659,-1.2720163577186385,3.4246819683678797,0.857868,8.0
-0.412293,-0.090143,-0.16738,-0.026734,0.8428231837903675,6.171549623791776,0.478901,7.0
-0.386201,-0.077376,0.202476,0.213433,0.614034,-3.0090050011914116,0.272597,8.0
0.15231,-0.438753,0.101945,0.296396,-3.6553696040817507,0.8043050169852374,0.278968,5.0
-0.202973,0.205034,0.179336,-0.354883,0.5745912133150326,-1.8996339725103812,0.670627,6.0
0.176411,0.070706,0.153665,-0.433773,-2.16158710915591,0.40662512174197607,0.750681,7.0
0.323816,0.119466,0.209852,-0.437807,-3.005869462193692,2.1530481278025193,0.402453,5.0
0.399646,-0.065383,0.420335,0.261572,0.701868,4.7427322362547715,0.682291,7.0
0.182352,-0.304602,0.200567,-0.052683,0.680259,0.5708991221352879,0.762674,7.0
-0.393909,0.355121,-0.200562,0.084437,3.324124,6.822251664701927,0.446423,5.0
-0.457925,-0.39664,0.395548,0.100199,3.7357331574131347,2.450392791183808,0.711645,5.0
0.30296,0.192315,-0.358869,-0.447405,4.151816203301118,-2.4743934199075897,0.230493,8.0
-0.368885,-0.051599,-0.190241,0.433304,2.42857013846753,4.523941598317347,0.75805,5.0
-0.060444,0.220357,0.424364,-0.210999,2.346089,2.2792309026549584,0.788802,8.0
0.226019,-0.442366,-0.434544,-0.414741,6.022065035539451,-2.813095763837061,0.774074,6.0
-0.119099,0.169217,-0.156673,-0.4229,0.562676,0.5894840806540378,0.893757,5.0
-0.439898,0.291085,-0.199153,0.321928,3.331148,8.567325514807957,0.303282,5.0
0.094213,-0.462289,0.235716,-0.024774,1.2602533113894594,0.5571150866458681,0.302685,5.0
0.497175,0.33663,-0.399904,-0.02002,1.63108,-2.565151228705166,0.831544,8.0
-0.000703,-0.155571,0.422646,-0.384488,0.7254111599642488,1.9923546242761612,0.764001,8.0
0.428596,-0.148087,-0.464918,0.095549,10.980252,-4.302124777043112,0.689549,7.0
0.462407,-0.439425,0.266711,0.254116,2.1561279881098403,0.1397376687834062,0.536092,7.0
0.084742,-0.246762,-0.44335,-0.282292,1.494343,4.123777170626392,0.793095,8.0
0.169456,-0.153429,0.374102,-0.413606,1.146713,3.252895585216834,0.937449,5.0
-0.297997,-0.439283,-0.172756,0.33397,2.091023,0.8759285796855802,0.502348,5.0
0.272478,0.093988,-0.201069,0.313909,-3.1970082769693264,2.39850063172315,0.666468,5.0
-0.250019,0.498644,-0.241633,0.324408,3.963845042565157,0.7860617346247605,0.613895,8.0
-0.080559,0.094329,-0.411614,0.111936,2.209129280949794,2.0614862174216593,0.567217,8.0
