theta1,theta2,theta3,thetad1,thetad2,thetad3,tau1,tau2
-1.730773,0.9131739999999999,0.9372400000000001,-1.453621,1.791647,-1.833494,-0.086856,-0.589376
1.776175,0.9131739999999999,0.9372400000000001,0.598047,0.789477,-1.353601,0.456141,-0.434472
0.186399,0.9131739999999999,0.9372400000000001,1.44419,1.81605,1.142434,0.232923,0.339969
1.511233,1.404917,1.492546,0.229302,1.030867,-0.734521,0.436102,-0.032281
-0.89517,0.588971,-0.945497,-0.78622,-0.460659,1.09867,0.101402,0.258617
-0.969762,0.9131739999999999,0.9372400000000001,0.570745,1.860073,-1.633524,0.515427,-0.022067
0.392133,0.9131739999999999,0.9372400000000001,-1.347807,0.804843,0.556048,-0.03656,-0.061075
-0.498569,0.9131739999999999,1.235883,-0.726237,1.11436,0.130505,-0.217902,0.118659
-1.511419,0.9131739999999999,0.9372400000000001,0.724085,0.425836,1.733704,0.229291,0.48593
0.677283,0.9131739999999999,0.9372400000000001,-1.213666,0.903274,-0.113417,0.440467,0.128098
-0.000507,0.9131739999999999,0.9372400000000001,-0.61628,-1.869123,0.319023,0.319199,-0.422971
-0.495018,0.9131739999999999,0.9372400000000001,1.21627,1.385618,1.342087,0.342475,-0.422154
0.153826,0.9131739999999999,-1.640493,1.359803,1.012885,-1.357055,-0.021907,0.205567
-0.473992,0.9131739999999999,0.9372400000000001,-1.285861,1.440417,-1.284463,-0.461893,-0.239186
1.437978,0.9131739999999999,-0.760235,-1.034248,0.457517,-1.137959,-0.294207,0.459992
0.138027,0.9131739999999999,0.9372400000000001,-1.102405,0.987607,-0.207048,-0.073206,-0.365594
-0.252734,0.9131739999999999,0.9372400000000001,1.648037,1.019145,-1.70243,0.28393,-0.3831
0.058288,0.9131739999999999,-0.872699,1.278264,-0.936484,-0.107221,-0.012161,-0.384887
-1.117929,0.212154,0.9372400000000001,-0.40267,-0.676178,1.763799,0.434032,-0.024139
0.983819,0.9131739999999999,0.9372400000000001,-0.026407,1.025832,1.356829,0.011118,-0.343235
0.300249,0.9131739999999999,0.9372400000000001,0.339363,-0.200036,0.753167,-0.279431,0.407493
-0.303308,0.9131739999999999,0.9372400000000001,-0.636726,1.318641,-0.90758,-0.204576,-0.31062
-1.744627,0.9131739999999999,0.9372400000000001,-1.541909,-0.494339,0.523012,-0.370068,-0.137981
0.844337,0.9131739999999999,-0.429772,-0.020335,1.29959,-0.656279,0.218348,0.182898
1.765912,0.9131739999999999,0.207035,0.004389,-1.633377,0.318629,-0.587234,0.360117
-0.112557,0.9131739999999999,0.9372400000000001,-0.998856,-0.352112,0.80797,0.103333,0.325198
-1.63105,0.9131739999999999,0.9372400000000001,-1.648473,-0.806288,1.544074,-0.260976,-0.222373
1.536447,0.9131739999999999,0.9372400000000001,-1.492988,-0.123901,-1.417771,0.359259,-0.326112
1.762154,0.9131739999999999,-1.597296,-0.212874,-0.12458,-1.510785,-0.447212,0.513793
-1.374446,0.9131739999999999,0.9372400000000001,0.122695,-0.014746,0.970252,-0.513136,0.130311
-0.280992,0.9131739999999999,0.9372400000000001,1.245372,0.423884,-0.90982,-0.184922,0.010345
1.233448,-0.178869,0.9372400000000001,-0.127486,-1.349654,-0.072941,-0.224654,-0.56481
1.19134,0.9131739999999999,1.654674,-0.534309,-0.210533,1.522294,-0.377889,0.418958
1.627847,0.9131739999999999,0.9372400000000001,-1.50444,-0.332541,1.765673,-0.344127,0.260025
-1.481159,0.9131739999999999,0.9372400000000001,0.36596,-1.802174,-1.674477,-0.173096,-0.425746
1.014735,0.9131739999999999,0.9372400000000001,1.434368,-1.160408,-1.23246,0.545455,-0.544045
-1.146919,0.9131739999999999,0.9372400000000001,0.462398,1.728201,-1.28672,-0.535865,-0.278473
0.839511,0.9131739999999999,0.9372400000000001,-1.809665,0.605492,1.522121,-0.104957,-0.010814
1.655683,0.9131739999999999,-0.790792,1.859431,-1.110774,-0.184343,0.197527,-0.564545
-0.807589,0.9131739999999999,1.276117,0.666439,0.435023,1.569306,0.327919,-0.271837
-1.007705,0.9131739999999999,0.9372400000000001,1.690488,-1.783923,-0.284854,0.079423,0.466331
-0.299033,0.9131739999999999,0.9372400000000001,-1.524647,-0.650773,-1.03178,0.150226,0.046859
0.646519,0.9131739999999999,0.9372400000000001,-0.783343,-1.12222,-0.280186,-0.146395,-0.452955
1.06841,0.9131739999999999,-1.625076,0.359427,1.490584,1.178868,-0.453235,0.079375
0.453124,0.9131739999999999,0.9372400000000001,-1.024707,-1.29457,-1.673735,0.195634,0.018315
-1.742776,0.9131739999999999,0.9372400000000001,0.844108,0.747282,-1.779982,0.589322,-0.065415
1.22232,0.9131739999999999,-1.557736,1.163471,-0.070096,1.881407,-0.383901,0.174025
-1.180281,0.9131739999999999,0.9372400000000001,-1.533888,-1.398927,1.175731,-0.43242,-0.478144
-0.146615,0.9131739999999999,0.9372400000000001,-0.514832,-0.828175,-0.626577,-0.485024,-0.198401
-0.826829,0.9131739999999999,0.191594,0.617781,0.717755,-0.405497,0.257938,-0.443794
-0.086463,0.9131739999999999,0.9372400000000001,1.030386,-1.274536,-0.483781,0.253466,0.004456
0.150165,0.9131739999999999,0.9372400000000001,-1.185734,-0.887606,-0.463336,0.428429,-0.59283
1.109438,0.9131739999999999,0.615728,0.133902,-0.153166,0.588582,0.017165,0.498405
1.15956,0.9131739999999999,0.9372400000000001,1.300951,-0.405164,-1.136869,-0.458503,0.338185
1.694433,0.9131739999999999,0.9372400000000001,0.307898,-1.242508,-1.292597,0.418529,-0.188834
-0.781663,0.9131739999999999,0.9372400000000001,1.279854,-0.613472,0.088337,-0.210758,0.195239
0.121026,0.9131739999999999,0.9372400000000001,1.811229,-0.704486,0.991993,0.598852,0.503536
-0.456814,0.9131739999999999,-0.749875,-0.342237,0.904585,-0.69168,0.427572,-0.592031
1.275967,0.9131739999999999,0.9372400000000001,-0.871559,1.577388,1.139441,-0.182298,-0.287898
-1.840373,0.974925,0.9372400000000001,0.406229,0.178619,1.200198,-0.338047,0.44777
1.342445,0.9131739999999999,0.9372400000000001,1.225026,1.519552,1.73852,-0.405995,-0.359221
0.194715,0.9131739999999999,0.9372400000000001,0.602457,-0.489859,0.42658,-0.267816,0.012354
-1.089889,0.9131739999999999,0.795572,-0.690765,1.639672,-0.082878,-0.584998,-0.465873
-0.308985,0.9131739999999999,0.9372400000000001,1.130414,-1.490931,0.526426,-0.106046,-0.315605
-0.571991,0.9131739999999999,0.9372400000000001,-1.427739,-0.516848,-0.791308,0.231258,-0.045888
-0.084093,0.36656,0.9372400000000001,0.366719,-0.357727,0.696448,-0.117587,0.107566
-0.798993,0.9131739999999999,0.9372400000000001,-1.43657,1.840571,-1.408324,0.49849,-0.282601
0.491045,0.9131739999999999,-1.042445,-1.592203,-1.333489,0.172946,0.034903,-0.183231
-1.330396,0.9131739999999999,0.9372400000000001,-0.468674,-1.659906,-0.697132,0.057035,-0.214452
-1.829382,0.9131739999999999,0.9372400000000001,0.273877,-0.017571,-1.262074,0.511929,-0.008747
1.036917,0.9131739999999999,0.9372400000000001,-0.250552,-0.031659,-0.537036,-0.254857,-0.576274
0.168484,0.9131739999999999,0.043615,1.667482,-0.155812,1.36143,-0.577922,-0.331269
-0.968724,0.9131739999999999,0.9372400000000001,-0.718771,-1.582688,0.258022,0.377107,-0.364816
1.581325,0.9131739999999999,0.9372400000000001,-1.791858,-1.702234,0.414691,-0.273893,-0.122554
0.428445,0.9131739999999999,0.9372400000000001,-0.621146,-0.722667,0.793977,-0.353688,0.370035
-0.026219,0.9131739999999999,0.9372400000000001,0.399892,-0.761409,1.840545,-0.59114,-0.487065
0.267837,0.256367,0.9372400000000001,-1.675683,1.796989,1.239574,0.313916,-0.411884
0.477873,0.9131739999999999,1.290489,0.954972,1.695789,0.594427,0.083589,-0.322585
-1.449263,0.9131739999999999,0.9372400000000001,-0.258393,0.12132,-0.495378,-0.589879,0.303703
-1.522606,0.9131739999999999,0.2967,-0.953024,0.874032,-1.484945,-0.210518,-0.573886
-0.614889,0.9131739999999999,-0.476989,1.849456,0.893026,1.080013,-0.110708,0.522328
-0.110736,0.9131739999999999,1.117349,1.357158,1.796325,1.380503,-0.536808,-0.53846
1.510942,0.9131739999999999,0.9372400000000001,1.872186,-1.620428,-0.687712,0.057353,0.33855
0.785381,0.9131739999999999,0.9372400000000001,1.545895,-0.37431,0.951295,0.069488,0.278296
-1.495922,0.9131739999999999,0.9372400000000001,0.688679,1.008426,-0.903173,0.572205,0.245406
1.323365,0.9131739999999999,-0.884851,0.60677,0.368663,-1.61122,-0.16185,0.180724
-0.021738,0.9131739999999999,0.9372400000000001,0.779117,1.717483,-0.466338,-0.030323,0.366126
-1.814474,0.9131739999999999,0.9372400000000001,0.228606,0.649445,1.324083,0.025578,0.28113
0.140463,0.9131739999999999,-0.846189,-1.799729,1.71884,-0.277656,0.188701,-0.108309
0.13559,0.9131739999999999,0.9372400000000001,0.178259,-1.081987,1.10299,0.411164,-0.360867
0.323122,0.9131739999999999,0.576617,-1.238529,1.489318,-1.245982,0.202351,0.111566
1.11618,0.55436,0.9372400000000001,-1.691903,0.625951,-1.456602,0.219758,-0.13059
0.513955,0.9131739999999999,0.9372400000000001,-1.475887,0.782961,-1.536209,0.334476,-0.465093
-1.141614,0.9131739999999999,0.9372400000000001,1.286685,1.102875,-0.63536,0.528219,0.180734
-0.845625,0.9131739999999999,0.563698,0.284852,-0.278607,-0.319947,-0.463232,0.055441
-1.20332,0.9131739999999999,-1.37855,0.589167,-1.426192,-0.921334,-0.582324,0.080146
1.390096,0.9131739999999999,-0.446178,-0.557754,1.605002,1.556644,-0.210425,-0.211812
-1.490136,0.9131739999999999,0.9372400000000001,1.621239,-0.755532,-1.159187,0.142645,-0.158978
-0.086972,0.9131739999999999,-0.650529,-0.697201,-0.974484,-1.650332,-0.599995,-0.52127
0.346032,0.9131739999999999,0.9372400000000001,-0.944718,0.998712,1.706974,0.027728,0.421741
-0.105136,0.9131739999999999,0.9372400000000001,1.636908,-1.306291,1.136204,0.50386,-0.023106
-1.005889,0.9131739999999999,0.9372400000000001,1.401256,0.280749,-1.384148,0.23894,-0.531908
1.188059,0.9131739999999999,0.9372400000000001,1.487139,-0.173288,1.684658,-0.556642,-0.277899
1.848467,-0.655686,-0.658878,-1.532679,0.067757,0.286064,0.395983,0.089743
1.563394,0.9131739999999999,-0.194697,0.005546,-1.038292,0.342036,-0.163019,-0.252253
0.979587,0.9131739999999999,-0.988835,-1.578316,-1.668765,1.211048,0.107398,0.236817
1.158538,0.9131739999999999,1.823867,0.585181,-0.556894,0.974024,0.466237,0.048194
-0.654369,0.9131739999999999,0.9372400000000001,1.160434,1.667802,1.453371,0.49188,0.229805
-1.095076,0.9131739999999999,1.445641,-0.186146,0.470882,1.072063,0.560579,0.445884
-1.01244,0.9131739999999999,0.9372400000000001,1.57164,-1.219101,0.034361,0.226317,-0.29291
0.671303,0.9131739999999999,0.9372400000000001,0.786127,-1.096305,1.732231,-0.452824,-0.219571
-0.343652,0.9131739999999999,0.9372400000000001,0.846216,-1.514688,0.846107,0.130337,0.580183
-1.625879,0.9131739999999999,0.9372400000000001,0.849524,1.297897,1.053707,-0.44156,-0.49416
-1.071666,0.9131739999999999,0.9372400000000001,-1.409425,-1.863144,-0.971441,0.149555,-0.421854
-0.860415,0.9131739999999999,0.9372400000000001,0.915277,1.818642,-0.514552,0.034379,-0.593259
-0.08978,0.9131739999999999,0.9372400000000001,-0.003436,-1.200487,-0.020488,-0.409026,0.296656
0.111714,0.9131739999999999,0.415984,-1.734479,1.328283,-0.953468,0.305537,0.352708
-0.980017,0.9131739999999999,0.9372400000000001,-1.604674,0.183303,0.752478,-0.369116,0.264345
0.836049,0.9131739999999999,0.49848,1.206789,0.380483,1.016447,-0.577598,0.317697
-0.533533,0.9131739999999999,0.9372400000000001,0.328909,1.285406,-1.537536,0.435248,0.01743
-0.679451,0.9131739999999999,1.256452,-1.850618,-1.565886,-0.099152,-0.044262,0.087944
-1.058956,0.9131739999999999,0.9372400000000001,0.843813,-0.439511,-1.605792,0.076547,0.119129
1.627352,0.9131739999999999,-1.374575,-0.461231,-0.980223,-0.089196,0.416216,0.536084
-0.93891,0.9131739999999999,0.9372400000000001,-0.8258,1.597291,0.130585,0.208986,0.021005
-0.410858,0.9131739999999999,-0.506425,0.980427,-0.238783,1.722492,0.244002,0.540714
0.603917,0.9131739999999999,0.9372400000000001,1.179837,-0.217157,-0.479161,-0.23374,0.333506
1.128283,0.9131739999999999,-1.264869,-0.131,-0.094591,1.114384,0.172611,-0.528257
-0.704769,0.9131739999999999,0.9372400000000001,-1.881749,-0.772579,-1.168575,0.320073,-0.130966
-0.745952,0.9131739999999999,-1.637299,-1.509753,0.86013,-1.406508,-0.584691,-0.099577
1.691206,0.9131739999999999,0.9372400000000001,0.606651,-1.622286,-1.756008,0.448306,-0.121979
0.264792,0.9131739999999999,0.154379,0.949916,-0.329187,1.577151,0.298129,-0.542416
0.645691,0.9131739999999999,0.9372400000000001,1.121841,1.448435,1.527222,-0.416965,0.069892
-1.674651,0.297682,0.9372400000000001,-0.108145,-0.501998,-0.022567,0.470151,-0.176334
1.697371,0.9131739999999999,-0.781147,1.854555,-0.120723,-0.771806,0.168065,-0.136758
-1.018886,0.9131739999999999,0.9372400000000001,1.289022,-1.094544,1.170716,0.337168,0.382087
-0.228801,0.9131739999999999,0.9372400000000001,-1.509596,-0.281944,0.150846,-0.599065,-0.490777
-1.00749,0.9131739999999999,0.9372400000000001,1.24059,-0.782341,0.643765,0.037447,0.563875
-0.621271,0.9131739999999999,0.9372400000000001,-0.774158,-1.308923,-1.638778,0.010691,-0.323268
1.406087,0.9131739999999999,0.9372400000000001,0.772879,-1.344736,-0.356355,0.358372,0.361612
-1.611205,0.9131739999999999,0.9372400000000001,-1.262371,0.395899,-0.016385,-0.055422,-0.274119
0.58621,0.9131739999999999,0.9372400000000001,0.472293,-1.607649,-0.803801,0.596193,0.221648
0.281699,0.9131739999999999,0.9372400000000001,0.516228,1.68269,-0.897279,-0.295044,-0.397269
0.403341,0.9131739999999999,0.9372400000000001,-1.854271,1.11721,-0.980973,-0.440483,-0.399807
1.332123,0.9131739999999999,0.9372400000000001,-0.198016,0.779352,-1.868087,-0.357354,-0.05326
1.117197,-1.196209,0.244163,-1.786931,-1.841251,1.288521,0.571465,-0.185054
-1.042238,0.9131739999999999,-0.881786,-0.656279,0.680445,-1.678183,0.400638,0.325681
-1.569158,0.9131739999999999,0.9372400000000001,0.817483,1.878731,-0.944501,0.276941,-0.246841
0.677182,0.9131739999999999,0.9372400000000001,0.345926,0.767132,0.084809,0.112537,0.216041
0.419998,0.9131739999999999,0.9372400000000001,-0.658773,0.22356,-1.231726,-0.327505,0.024526
-0.654564,-0.64952,0.9372400000000001,0.356746,1.670652,0.343427,0.077257,0.061111
0.361193,0.9131739999999999,0.9372400000000001,0.169797,-0.051965,1.247715,-0.533813,0.597413
1.653548,0.9131739999999999,0.9372400000000001,0.97178,1.451293,0.563031,0.12442,-0.470452
-0.54328,0.9131739999999999,0.9372400000000001,-0.279434,0.86215,-1.38469,-0.261002,0.54007
0.312762,0.9131739999999999,-0.073523,0.834094,-1.684868,-1.774889,0.239635,0.339763
-0.331384,0.9131739999999999,0.9372400000000001,-0.166376,0.987396,0.017901,-0.233655,0.565779
1.536489,0.9131739999999999,0.9372400000000001,0.826179,1.015789,-1.555569,-0.035954,0.521683
-1.409804,0.9131739999999999,0.9372400000000001,0.34868,1.828917,-1.245553,0.095659,-0.264831
-1.326568,0.9131739999999999,0.166468,0.551157,0.621101,-0.038289,0.357956,0.57345
-0.379758,0.9131739999999999,0.9372400000000001,-0.253168,1.232294,-0.723354,0.176175,0.570958
0.251979,0.9131739999999999,0.9372400000000001,-0.12395,1.531702,-1.402,-0.466745,-0.179037
-0.022595,0.9131739999999999,0.249449,0.355203,-1.638863,-1.392702,0.074872,-0.425052
1.654314,0.9131739999999999,-1.54622,-1.322973,-0.274992,0.118738,0.42875,-0.006873
-1.468011,0.9131739999999999,0.9372400000000001,0.39996,0.369565,-1.527889,0.444713,-0.514837
-0.769492,0.9131739999999999,-0.425397,1.868669,-0.403485,0.70009,0.164127,-0.316061
1.023289,0.9131739999999999,0.9372400000000001,1.788074,-1.580706,-0.362271,-0.087464,-0.011522
-0.74036,0.9131739999999999,0.571507,-0.408978,-1.146609,0.728179,0.438109,0.091626
0.292722,0.9131739999999999,0.9372400000000001,1.529308,-0.166022,-0.597135,-0.174021,-0.366324
1.590506,0.9131739999999999,0.9372400000000001,1.491602,-0.563204,0.473881,-0.413674,0.1788
-0.862651,0.9131739999999999,0.9372400000000001,1.215342,0.868892,-1.161282,-0.265858,0.523884
1.09042,0.9131739999999999,0.9372400000000001,-0.010358,-0.66851,-1.31472,-0.334488,0.256017
-0.557885,0.9131739999999999,0.9372400000000001,-1.591185,0.698363,1.652772,0.456643,-0.407379
-0.639623,0.9131739999999999,1.761978,0.907537,-0.083475,-0.56244,-0.563052,-0.018481
1.455176,0.9131739999999999,0.9372400000000001,1.453698,-0.494709,1.858199,0.258633,0.449994
-1.249867,0.9131739999999999,0.9372400000000001,1.657343,-0.91498,-0.601903,-0.478634,0.405679
-0.804984,0.9131739999999999,0.9372400000000001,1.748078,1.028609,-0.987149,0.114908,0.45695
1.067168,0.9131739999999999,0.9372400000000001,-0.015704,-0.040176,-0.427739,0.069351,0.375127
-0.358407,0.9131739999999999,0.9372400000000001,-1.477797,-1.165225,0.747889,0.279645,-0.409067
-0.802437,0.9131739999999999,0.9372400000000001,-0.400272,-1.851936,-1.108622,-0.542429,-0.209045
0.717396,0.9131739999999999,0.9372400000000001,0.730676,1.87697,-0.388563,-0.345821,0.580215
-1.314811,0.9131739999999999,0.9372400000000001,0.609084,1.565413,-0.309302,0.086565,0.49076
-0.665455,0.9131739999999999,0.9372400000000001,1.524691,1.395767,-1.497263,-0.108963,-0.147862
-0.709077,0.9131739999999999,0.9372400000000001,1.723718,-1.237613,1.815679,-0.417932,-0.587963
-1.383506,0.222503,0.9372400000000001,-1.012122,-0.896476,1.267787,0.048872,0.593393
0.523903,0.9131739999999999,0.9372400000000001,0.011534,1.584341,1.139434,-0.218747,0.314315
-1.15624,0.9131739999999999,-0.428091,1.837189,-1.713712,-0.235162,-0.479872,-0.012326
0.086779,0.9131739999999999,0.9372400000000001,-0.478661,0.142112,-1.645463,0.247041,0.022518
0.697692,0.9131739999999999,0.9372400000000001,-0.560849,-1.405211,1.114176,0.258734,-0.259801
-0.223972,1.841362,0.9372400000000001,1.429034,-0.337078,0.910814,-0.496017,-0.162469
-1.786243,0.9131739999999999,0.9372400000000001,0.288095,1.439766,-0.905578,-0.289904,-0.417453
-0.473508,0.9131739999999999,0.9372400000000001,-0.39202,1.127271,-1.535354,0.109671,0.042171
-0.00131,0.9131739999999999,0.959226,1.573279,-0.053995,1.059342,-0.294479,-0.512686
1.603703,0.9131739999999999,0.70189,0.614893,1.18845,1.282674,0.492739,0.258533
0.391545,0.9131739999999999,1.366945,0.400296,-1.508331,-1.640961,0.331581,0.087163
-0.840627,0.9131739999999999,-0.652921,0.573209,1.796996,1.348977,0.004458,0.529558
0.793313,0.9131739999999999,0.9372400000000001,-1.157587,0.944103,-0.022976,-0.517858,-0.03792
-1.324356,0.9131739999999999,0.057185,-0.210679,-0.939933,-1.532106,-0.51146,-0.501446
0.183894,0.9131739999999999,0.9372400000000001,0.045625,1.521772,1.34529,-0.51942,0.110944
-0.029104,0.9131739999999999,0.9372400000000001,0.004533,0.785301,0.098922,0.015037,-0.476026
1.573351,0.9131739999999999,0.9372400000000001,-1.145522,0.148888,-0.856833,0.085474,0.16372
1.340541,0.9131739999999999,0.9372400000000001,-1.788246,-1.311936,0.495162,-0.567481,-0.059199
0.544917,0.9131739999999999,-1.034705,0.317143,-0.430742,-1.255235,-0.096736,0.15579
0.593756,0.9131739999999999,0.9372400000000001,-1.337044,0.737304,0.167435,0.549323,-0.327776
0.092742,0.9131739999999999,0.9372400000000001,-0.058881,1.874992,0.297467,0.19818,-0.386691
0.919649,0.9131739999999999,0.229725,0.59398,0.304391,0.124702,-0.06335,-0.317211
0.813202,0.9131739999999999,-1.121829,-1.258867,-1.036044,0.420971,-0.277375,0.160278
-1.873625,0.9131739999999999,0.530477,-0.116236,-0.761874,1.579556,-0.037799,-0.48988
-1.235559,0.9131739999999999,-1.165058,-0.205325,-1.434375,1.043511,0.209044,-0.195398
1.544779,0.9131739999999999,0.9372400000000001,0.072145,-1.365827,-0.472962,0.531702,-0.085033
-1.795258,1.46857,0.9372400000000001,-1.672407,0.306867,0.280846,0.076929,0.548874
-1.399865,0.9131739999999999,-0.778999,0.273406,-0.380646,0.021091,0.035816,-0.43491
-0.671576,0.9131739999999999,-0.813654,-1.622213,-0.537758,-1.625357,-0.189475,0.299249
-1.568113,0.9131739999999999,0.692288,1.335996,0.499264,-0.696433,0.200544,-0.259627
1.346318,0.9131739999999999,0.9372400000000001,0.590794,-0.474966,-1.847004,-0.362697,0.154602
0.720967,0.9131739999999999,0.9372400000000001,-0.812056,-1.147753,0.349452,-0.089422,-0.507996
0.868167,0.9131739999999999,-0.418543,0.199286,1.713594,-1.740119,0.249663,-0.305807
0.871324,0.9131739999999999,0.9372400000000001,0.644766,1.84946,0.960061,0.168404,-0.428358
0.841509,0.9131739999999999,0.9372400000000001,1.504386,-0.58305,-1.315702,0.410897,-0.057097
1.878673,0.9131739999999999,0.9372400000000001,-0.269421,-0.503198,-1.343911,-0.500486,0.329443
-0.037496,0.9131739999999999,0.9372400000000001,0.957395,0.954222,0.398983,-0.307367,0.086919
0.030715,0.9131739999999999,0.9372400000000001,-0.572022,-0.698147,-1.792305,-0.533917,0.048896
-1.600515,0.9131739999999999,0.9372400000000001,-1.339763,0.283847,1.67165,-0.549159,-0.508799
-0.747858,0.9131739999999999,0.9372400000000001,-1.53888,1.410066,1.32452,-0.037472,0.212055
0.803187,0.9131739999999999,0.9372400000000001,1.294271,0.42693,1.264112,-0.412561,-0.311516
1.490529,0.9131739999999999,0.017862,-1.383565,-0.759207,1.157077,0.570769,0.115636
1.262984,0.9131739999999999,0.9372400000000001,-0.427666,1.440281,0.206239,0.542991,0.054173
0.283098,0.9131739999999999,0.9372400000000001,-1.630489,-0.138847,-0.03104,-0.461263,-0.450089
-0.571155,0.9131739999999999,0.9372400000000001,1.382672,0.828327,-0.590527,0.380031,-0.421175
-0.0041,0.9131739999999999,0.9372400000000001,0.100752,0.656531,-0.210557,0.352524,0.474395
1.695457,0.9131739999999999,0.883946,-0.743239,1.874337,0.610114,0.007368,0.234304
-1.160351,-0.267331,0.9372400000000001,0.574245,0.360622,-1.039564,0.503501,-0.057472
-0.698278,0.9131739999999999,0.9372400000000001,1.193027,-0.954714,-1.141872,0.372675,-0.451807
